compound_cid	compound_predicted_score	target_range	target_relevance	average_relevance
CID_62306	0.7	0.40 < P51449 <= 0.49	0.002192067168820555	0.0019390581717451522
CID_68873	0.7	0.40 < P51449 <= 0.49	0.004252009390327681	0.0019390581717451522
CID_68570	0.91	P51449 > 0.49	0.002063850637408936	0.002520775623268698
CID_7271	0.5395338272838274	0.40 < P51449 <= 0.49	-0.0011972656635426439	0.0014945535381823472
CID_60749	0.78	0.40 < P51449 <= 0.49	0.005553578068603136	0.0021606648199445984
CID_6440940	0.61	0.40 < P51449 <= 0.49	0.002251323839829944	0.0016897506925207756
CID_2801	0.9	P51449 <= 0.34	8.394343878560294e-05	0.002493074792243767
CID_14709	0.97	P51449 > 0.49	0.007177803768137074	0.0026869806094182826
CID_26391	0.59	0.40 < P51449 <= 0.49	0.0033034811001899735	0.001634349030470914
CID_5035	0.81	0.34 < P51449 <= 0.40	-0.003362147647244443	0.0022437673130193906
CID_73675	0.7133333333333334	P51449 > 0.49	0.0020387388858919457	0.001975992613111727
CID_14300	0.7	0.40 < P51449 <= 0.49	0.0025377452373104496	0.0019390581717451522
CID_10607	0.71	P51449 > 0.49	-0.0012930097823410636	0.001966759002770083
CID_969494	0.71	P51449 <= 0.34	8.920336511345764e-05	0.001966759002770083
CID_43234	0.7396666666666666	P51449 > 0.49	0.005430565083234742	0.002048938134810711
CID_8607	0.76	0.40 < P51449 <= 0.49	0.0028885552243063314	0.002105263157894737
CID_23663992	0.82	P51449 > 0.49	0.0003960900341267049	0.002271468144044321
CID_9799979	0.715	0.34 < P51449 <= 0.40	0.001165659669981096	0.0019806094182825483
CID_137895	0.6	P51449 <= 0.34	0.004493157951937535	0.0016620498614958448
CID_5458876	0.73	P51449 > 0.49	-0.00189201353163134	0.0020221606648199446
CID_9850056	0.745	0.34 < P51449 <= 0.40	0.0020945576518043296	0.002063711911357341
CID_3613389	0.71	0.34 < P51449 <= 0.40	0.001962867001052671	0.001966759002770083
CID_2406	0.773	P51449 > 0.49	0.0005660219970743561	0.002141274238227147
CID_5282229	0.675	0.34 < P51449 <= 0.40	0.0006358337612930422	0.0018698060941828255
CID_6013	0.94	P51449 > 0.49	0.002455483035530613	0.00260387811634349
CID_451668	0.71	P51449 > 0.49	-0.00165410696085842	0.001966759002770083
CID_1483	0.5236904761904762	0.40 < P51449 <= 0.49	0.003227998120372898	0.00145066613903179
CID_8154	1.0	P51449 <= 0.34	0.0011081375231067744	0.002770083102493075
CID_71386	0.8075	0.40 < P51449 <= 0.49	0.0022530961917631457	0.0022368421052631577
CID_27812	0.8258333333333334	P51449 > 0.49	0.0012509894588433152	0.002287626962142198
CID_29732	0.83	P51449 > 0.49	0.003033369388473357	0.0022991689750692518
CID_8749	0.65	P51449 <= 0.34	-0.0003648869561785241	0.0018005540166204986
CID_5455	0.82	P51449 > 0.49	0.0043679641967893715	0.002271468144044321
CID_213032	0.65	P51449 > 0.49	0.004544449753402547	0.0018005540166204986
CID_27423	0.68	P51449 <= 0.34	0.005210641103942096	0.001883656509695291
CID_50895	0.74	P51449 > 0.49	0.002049553182572654	0.002049861495844875
CID_442972	0.74	0.34 < P51449 <= 0.40	0.00026325399375169863	0.002049861495844875
CID_16051930	0.5173333333333333	P51449 > 0.49	0.004929851435032745	0.001433056325023084
CID_51605	0.67	P51449 <= 0.34	-0.001521072178268316	0.0018559556786703602
CID_3728	0.91	P51449 > 0.49	0.010052096743400425	0.002520775623268698
CID_24964624	0.68	P51449 > 0.49	0.0026464912763145758	0.001883656509695291
CID_13486	0.78	0.34 < P51449 <= 0.40	0.001711661443027553	0.0021606648199445984
CID_3884	0.67	0.40 < P51449 <= 0.49	-0.0006260612495012504	0.0018559556786703602
CID_9270	0.84	P51449 > 0.49	0.004802138658234626	0.002326869806094183
CID_10113978	0.7	0.34 < P51449 <= 0.40	0.0054963979790952295	0.0019390581717451522
CID_122125	0.71	P51449 > 0.49	0.00011237010364942133	0.001966759002770083
CID_16682736	0.74	P51449 > 0.49	0.0002738351974015358	0.002049861495844875
CID_62130	0.79	P51449 <= 0.34	-0.0001764258010372694	0.002188365650969529
CID_13622	0.65	0.40 < P51449 <= 0.49	0.0004508227145453308	0.0018005540166204986
CID_6028	0.5395338272838274	0.40 < P51449 <= 0.49	0.0032106423771880105	0.0014945535381823472
CID_12932	0.68	P51449 > 0.49	-0.0007193423190812248	0.001883656509695291
CID_5870	0.7108333333333334	P51449 > 0.49	0.0006305939690973829	0.001969067405355494
CID_16218822	0.78	0.34 < P51449 <= 0.40	0.001958202862742003	0.0021606648199445984
CID_27211	0.72	P51449 <= 0.34	0.003732316651348276	0.0019944598337950136
CID_16212746	0.92	P51449 > 0.49	0.0015993811346537953	0.002548476454293629
CID_7347	0.79	0.40 < P51449 <= 0.49	0.0012381377728702672	0.002188365650969529
CID_8588	0.77	0.34 < P51449 <= 0.40	0.0020638205704359477	0.002132963988919668
CID_104865	0.62	P51449 > 0.49	-0.0010380815807965404	0.0017174515235457064
CID_22571	0.64	P51449 <= 0.34	0.002503601933101773	0.001772853185595568
CID_60196435	0.68	P51449 > 0.49	0.00573645855361571	0.001883656509695291
CID_637930	0.63	0.34 < P51449 <= 0.40	0.0012850922889513809	0.0017451523545706372
CID_32798	0.76	P51449 > 0.49	0.0009459956417634127	0.002105263157894737
CID_21803	0.62	P51449 > 0.49	0.005558365345754558	0.0017174515235457064
CID_9865233	0.7	P51449 > 0.49	0.005237085717091214	0.0019390581717451522
CID_13450	0.6271428571428571	0.40 < P51449 <= 0.49	0.0030075650468874265	0.001737237831420657
CID_7253	0.7	0.40 < P51449 <= 0.49	0.0001311289271833012	0.0019390581717451522
CID_47326	0.66	P51449 > 0.49	0.0030914259108414774	0.0018282548476454294
CID_5974	0.99	P51449 <= 0.34	0.004949805716267947	0.002742382271468144
CID_16051942	0.8	P51449 > 0.49	-0.0008104348714819737	0.00221606648199446
CID_5281069	0.73	P51449 <= 0.34	0.002968808758237194	0.0020221606648199446
CID_2734243	0.47564285714285726	0.40 < P51449 <= 0.49	0.0017459370988738673	0.0013175702413929563
CID_2723853	0.76	0.34 < P51449 <= 0.40	0.004750666253003432	0.002105263157894737
CID_83656	0.65	P51449 <= 0.34	0.004273162243415829	0.0018005540166204986
CID_9889168	0.84	0.34 < P51449 <= 0.40	0.0022508421877036966	0.002326869806094183
CID_3352	0.73	0.40 < P51449 <= 0.49	0.004639016580830011	0.0020221606648199446
CID_8722	0.97	0.40 < P51449 <= 0.49	0.005482616691473138	0.0026869806094182826
CID_2775940	0.7083333333333335	0.40 < P51449 <= 0.49	0.001131511401928988	0.0019621421975992617
CID_10788	0.7	P51449 > 0.49	0.001927319085718868	0.0019390581717451522
CID_12358480	0.74	P51449 > 0.49	0.00279492581687408	0.002049861495844875
CID_91649	0.71	0.34 < P51449 <= 0.40	0.004089343195505242	0.001966759002770083
CID_176870	0.62	0.40 < P51449 <= 0.49	0.0015201056076629166	0.0017174515235457064
CID_12184591	0.95	P51449 > 0.49	0.0022087026712592074	0.002631578947368421
CID_23017	0.745	P51449 > 0.49	0.0012169224252342274	0.002063711911357341
CID_6010	0.96	P51449 > 0.49	0.004747729916308767	0.0026592797783933516
CID_13530	0.7	P51449 <= 0.34	0.003599546977050871	0.0019390581717451522
CID_65776	0.71	P51449 > 0.49	0.0020002926202802567	0.001966759002770083
CID_60196421	0.68	0.34 < P51449 <= 0.40	0.0012893037649090477	0.001883656509695291
CID_32872	0.61	0.40 < P51449 <= 0.49	0.0031999409334408347	0.0016897506925207756
CID_4748	0.75	0.34 < P51449 <= 0.40	0.0014219167079226	0.002077562326869806
CID_9888276	0.78	0.34 < P51449 <= 0.40	0.0022662256860551265	0.0021606648199445984
CID_6336	0.7408333333333332	P51449 > 0.49	0.0019141947816698718	0.002052169898430286
CID_18156	0.6666666666666665	0.34 < P51449 <= 0.40	0.001155134990511139	0.001846722068328716
CID_19658	0.6	P51449 > 0.49	-0.0013140695884649642	0.0016620498614958448
CID_62558	0.72	0.34 < P51449 <= 0.40	0.0010311925590712715	0.0019944598337950136
CID_70425	0.8375	P51449 > 0.49	0.005312164704493121	0.0023199445983379504
CID_28803	0.64	P51449 <= 0.34	0.0005169603693725992	0.001772853185595568
CID_105010	0.7	0.34 < P51449 <= 0.40	-0.001494359757185707	0.0019390581717451522
CID_8955	0.88	P51449 > 0.49	0.0009031862216639181	0.002437673130193906
CID_21330	0.73	P51449 > 0.49	0.000787717502043371	0.0020221606648199446
CID_163263	0.84	P51449 > 0.49	0.006330405850054545	0.002326869806094183
CID_31280	0.87	P51449 <= 0.34	0.00023508879550613075	0.002409972299168975
CID_3326	0.76	P51449 > 0.49	0.005330786340784994	0.002105263157894737
CID_2788	0.93	P51449 > 0.49	0.004076469864844447	0.00257617728531856
CID_10134976	0.71	P51449 <= 0.34	0.0023915376011434276	0.001966759002770083
CID_2723885	0.58	P51449 > 0.49	0.003779633974218705	0.0016066481994459832
CID_46226173	0.8228214285714283	0.40 < P51449 <= 0.49	0.006679774725138902	0.002279283735654926
CID_64722	0.77	P51449 <= 0.34	0.0015047655646921313	0.002132963988919668
CID_10411334	0.95	P51449 > 0.49	0.00623694597213985	0.002631578947368421
CID_60196290	0.73	0.40 < P51449 <= 0.49	0.0029129070842757693	0.0020221606648199446
CID_441140	0.81	P51449 > 0.49	0.0023020673493644762	0.0022437673130193906
CID_2078	0.83	0.34 < P51449 <= 0.40	0.0013482459412626504	0.0022991689750692518
CID_6084	0.7666666666666667	P51449 > 0.49	1.7206455504946015e-06	0.0021237303785780243
CID_31356	0.73	0.34 < P51449 <= 0.40	0.005719376425582013	0.0020221606648199446
CID_727200	0.69	0.40 < P51449 <= 0.49	0.0018025885692546399	0.0019113573407202214
CID_3019305	0.7657142857142857	0.34 < P51449 <= 0.40	0.0012619131749664436	0.0021210922041946974
CID_86173	0.825	P51449 > 0.49	-0.002298977016657434	0.0022853185595567865
CID_23690438	0.62	P51449 > 0.49	0.002759166889143963	0.0017174515235457064
CID_7258	0.5395338272838274	0.40 < P51449 <= 0.49	0.003525387814450398	0.0014945535381823472
CID_1318	0.3858333333333332	0.40 < P51449 <= 0.49	0.0011913728133119746	0.0010687903970452444
CID_82917	0.65	0.40 < P51449 <= 0.49	0.005821123626725366	0.0018005540166204986
CID_13764	0.74	P51449 > 0.49	0.00664927266116032	0.002049861495844875
CID_24978536	0.72	0.34 < P51449 <= 0.40	-0.00032658682999888	0.0019944598337950136
CID_2377	0.6	P51449 <= 0.34	-0.0003846072530565227	0.0016620498614958448
CID_4615	0.68	0.34 < P51449 <= 0.40	0.002768321593187077	0.001883656509695291
CID_5284558	0.7	0.40 < P51449 <= 0.49	0.0013324734060087054	0.0019390581717451522
CID_93118	0.72	0.40 < P51449 <= 0.49	-0.00036860137799859117	0.0019944598337950136
CID_60196348	0.67	P51449 > 0.49	0.0013424864637769953	0.0018559556786703602
CID_6529	0.5552857142857143	P51449 > 0.49	-0.0002889613585868837	0.0015381875741986544
CID_517546	0.6433333333333334	0.40 < P51449 <= 0.49	0.003644737787010406	0.0017820867959372118
CID_11460221	0.8228214285714283	0.40 < P51449 <= 0.49	-0.0023098314979307687	0.002279283735654926
CID_941361	0.71	0.40 < P51449 <= 0.49	0.0009185038680717479	0.001966759002770083
CID_37542	0.69	P51449 > 0.49	-5.53631334701181e-05	0.0019113573407202214
CID_5994	0.96	P51449 > 0.49	0.007254284066276494	0.0026592797783933516
CID_60196397	0.62	P51449 > 0.49	0.0010024548972169143	0.0017174515235457064
CID_10937610	0.79	0.40 < P51449 <= 0.49	0.00036182495590985313	0.002188365650969529
CID_5364713	0.67	0.34 < P51449 <= 0.40	0.0036853229578750245	0.0018559556786703602
CID_75628	0.8475	P51449 > 0.49	0.0032690139760411007	0.002347645429362881
CID_2999413	0.68	0.40 < P51449 <= 0.49	0.00238700508747515	0.001883656509695291
CID_5282433	0.6	0.34 < P51449 <= 0.40	0.0018579218283333084	0.0016620498614958448
CID_31677	0.79	P51449 <= 0.34	0.006328691273535274	0.002188365650969529
CID_15008	0.66	0.34 < P51449 <= 0.40	0.0017256777253776227	0.0018282548476454294
CID_2724189	0.66	0.34 < P51449 <= 0.40	0.0029939740822382895	0.0018282548476454294
CID_54688686	0.74	P51449 > 0.49	0.005197021769650299	0.002049861495844875
CID_6537502	0.72	P51449 <= 0.34	6.994731063975518e-05	0.0019944598337950136
CID_6128	0.86	P51449 > 0.49	0.0037515510770182174	0.0023822714681440444
CID_16682828	0.7	0.40 < P51449 <= 0.49	0.001275210420264143	0.0019390581717451522
CID_10250129	0.47564285714285726	0.40 < P51449 <= 0.49	-0.0010874058078357788	0.0013175702413929563
CID_3686	0.6	P51449 <= 0.34	-0.0008749137969234527	0.0016620498614958448
CID_80037	0.77	P51449 <= 0.34	-0.0020689567905905807	0.002132963988919668
CID_11048796	0.72	P51449 > 0.49	0.0011687215387767456	0.0019944598337950136
CID_13961743	0.674	0.40 < P51449 <= 0.49	0.005543935200461817	0.0018670360110803325
CID_9578572	0.77	0.34 < P51449 <= 0.40	0.0005818998584759265	0.002132963988919668
CID_5881	0.93	P51449 > 0.49	0.0058652964144041315	0.00257617728531856
CID_23672293	0.65	P51449 > 0.49	0.0012635562138121053	0.0018005540166204986
CID_91731	0.705	P51449 > 0.49	-0.00014661250531006044	0.0019529085872576177
CID_19675	0.7	0.34 < P51449 <= 0.40	0.003720316086266516	0.0019390581717451522
CID_28417	0.82	P51449 > 0.49	0.0005854404853988209	0.002271468144044321
CID_55245	0.77	0.40 < P51449 <= 0.49	0.0026334135821995874	0.002132963988919668
CID_16682953	0.7909999999999999	0.40 < P51449 <= 0.49	0.0012480107777934756	0.002191135734072022
CID_8816	0.6364047619047618	P51449 <= 0.34	0.00495635396805642	0.0017628940772985093
CID_9552079	0.9	P51449 <= 0.34	0.006325621714330004	0.002493074792243767
CID_7564	0.59	P51449 <= 0.34	0.005938991162749909	0.001634349030470914
CID_16211009	0.5153333333333333	P51449 > 0.49	-0.00012475117192818906	0.0014275161588180978
CID_9562059	0.68	P51449 <= 0.34	0.0011972687639267903	0.001883656509695291
CID_10403199	0.75	P51449 > 0.49	0.002114104974272476	0.002077562326869806
CID_11159021	0.69	P51449 > 0.49	0.002946870691421572	0.0019113573407202214
CID_10943	0.3267640692640693	0.34 < P51449 <= 0.40	0.0016429674697143932	0.0009051636267702751
CID_67274	0.75	0.34 < P51449 <= 0.40	0.004482653608893627	0.002077562326869806
CID_54454	0.84	P51449 > 0.49	0.0032629596054498606	0.002326869806094183
CID_62969	0.64	0.34 < P51449 <= 0.40	0.002719450348745113	0.001772853185595568
CID_10234	0.81	0.34 < P51449 <= 0.40	0.003077620108809422	0.0022437673130193906
CID_6230	0.7525	P51449 > 0.49	0.004909811615407809	0.0020844875346260386
CID_36324	0.74	P51449 <= 0.34	0.0021988989416230837	0.002049861495844875
CID_6112114	0.73	0.40 < P51449 <= 0.49	0.002639871692873333	0.0020221606648199446
CID_65341	0.68	P51449 <= 0.34	0.005637830667860173	0.001883656509695291
CID_75194	0.73	0.40 < P51449 <= 0.49	0.0038797283724432787	0.0020221606648199446
CID_16682935	0.705	0.40 < P51449 <= 0.49	5.967248134462744e-05	0.0019529085872576177
CID_11683	0.94	P51449 > 0.49	0.004531679943505283	0.00260387811634349
CID_12955	0.63	0.40 < P51449 <= 0.49	0.006080931983421932	0.0017451523545706372
CID_16043	0.9	P51449 > 0.49	0.0032583661634542644	0.002493074792243767
CID_3003141	0.78	0.40 < P51449 <= 0.49	0.0031121856825787643	0.0021606648199445984
CID_444005	0.68	0.40 < P51449 <= 0.49	0.006193718301528882	0.001883656509695291
CID_5282219	0.78	P51449 > 0.49	0.005175230905232637	0.0021606648199445984
CID_170286	0.75	P51449 <= 0.34	0.002524435921610011	0.002077562326869806
CID_16722125	0.68	0.34 < P51449 <= 0.40	0.0019174637759691762	0.001883656509695291
CID_3503	0.65	P51449 > 0.49	0.005478209329000574	0.0018005540166204986
CID_104741	0.64	P51449 > 0.49	0.0012438834180193267	0.001772853185595568
CID_5757	0.91	P51449 > 0.49	0.0026098054819526993	0.002520775623268698
CID_3085326	0.66	P51449 > 0.49	-0.0016406481204139251	0.0018282548476454294
CID_213016	0.75	P51449 > 0.49	0.0019804692532366616	0.002077562326869806
CID_40399	0.44850000000000007	P51449 > 0.49	-0.0017060762445857492	0.0012423822714681442
CID_17142	0.64	P51449 > 0.49	0.0028472310804880784	0.001772853185595568
CID_9878	0.71	P51449 > 0.49	0.002018990884456508	0.001966759002770083
CID_299728	0.88	0.40 < P51449 <= 0.49	0.0015534564905135334	0.002437673130193906
CID_77406	0.62	P51449 > 0.49	0.005689876668505904	0.0017174515235457064
CID_9984487	0.71	P51449 > 0.49	0.009492926877563606	0.001966759002770083
CID_53257735	0.81	P51449 > 0.49	0.003367108380172058	0.0022437673130193906
CID_7586	0.65	0.40 < P51449 <= 0.49	0.0017583291901312845	0.0018005540166204986
CID_10483134	0.74	0.34 < P51449 <= 0.40	0.004498306422166842	0.002049861495844875
CID_108143	0.74	0.34 < P51449 <= 0.40	0.0036853147714276152	0.002049861495844875
CID_23160059	0.92	P51449 > 0.49	0.00402506056031809	0.002548476454293629
CID_11057	0.9	0.34 < P51449 <= 0.40	0.004188478130954828	0.002493074792243767
CID_60822	0.72	P51449 <= 0.34	-0.0005476399272917837	0.0019944598337950136
CID_3033865	0.7775	P51449 > 0.49	0.0025829435614694333	0.0021537396121883655
CID_1923	0.65	P51449 > 0.49	0.001538297291083847	0.0018005540166204986
CID_6719	0.59	0.40 < P51449 <= 0.49	0.003908580216724678	0.001634349030470914
CID_6914152	0.69	0.40 < P51449 <= 0.49	0.0002313958330194157	0.0019113573407202214
CID_6537495	0.64	0.40 < P51449 <= 0.49	0.0021648774585489488	0.001772853185595568
CID_446155	0.89	P51449 > 0.49	0.0001274735723550612	0.0024653739612188366
CID_22882	0.748	P51449 > 0.49	0.002414702467236576	0.0020720221606648197
CID_19402	0.71	0.40 < P51449 <= 0.49	0.006833355286949876	0.001966759002770083
CID_150762	0.75	P51449 > 0.49	0.005373185284445812	0.002077562326869806
CID_9576412	0.82	P51449 > 0.49	-0.0019489173038295168	0.002271468144044321
CID_6440556	0.8983333333333333	P51449 > 0.49	0.0035991756924371437	0.0024884579870729454
CID_5281032	0.67	P51449 <= 0.34	0.0028761126120093405	0.0018559556786703602
CID_3278	0.71	0.34 < P51449 <= 0.40	-0.0006381286298426551	0.001966759002770083
CID_69925	0.81	0.34 < P51449 <= 0.40	0.003446430330525853	0.0022437673130193906
CID_15439	0.64	P51449 <= 0.34	0.0035917361064336	0.001772853185595568
CID_2723715	0.605	P51449 > 0.49	0.0019937244809611157	0.0016759002770083103
CID_21845	0.62	P51449 > 0.49	0.0033314435914175524	0.0017174515235457064
CID_12540	0.92	0.40 < P51449 <= 0.49	0.0036240690077339395	0.002548476454293629
CID_37028	0.67	P51449 > 0.49	0.003956083614635175	0.0018559556786703602
CID_119182	0.72	P51449 > 0.49	0.0037798354447311304	0.0019944598337950136
CID_14385	0.77	P51449 <= 0.34	0.0032826992581724487	0.002132963988919668
CID_91656	0.69	P51449 > 0.49	0.0034325273545901818	0.0019113573407202214
CID_5284483	0.76	P51449 <= 0.34	0.0048576604568309235	0.002105263157894737
CID_60164	0.71	0.40 < P51449 <= 0.49	0.0035495040765441315	0.001966759002770083
CID_5371318	0.68	P51449 > 0.49	0.00413090181030512	0.001883656509695291
CID_4534	0.74	P51449 > 0.49	0.004916881977031701	0.002049861495844875
CID_62379	0.6364047619047618	P51449 <= 0.34	0.0021817306680107906	0.0017628940772985093
CID_14708	0.74	P51449 > 0.49	0.005891345308258679	0.002049861495844875
CID_92178	0.69	P51449 > 0.49	-0.001149510919333071	0.0019113573407202214
CID_456201	0.75	P51449 <= 0.34	0.004162799086988102	0.002077562326869806
CID_81284	0.76	0.40 < P51449 <= 0.49	0.003766427519650168	0.002105263157894737
CID_4493	0.72	P51449 > 0.49	0.0040955593272334	0.0019944598337950136
CID_9507	0.76	0.40 < P51449 <= 0.49	0.0006736382968194652	0.002105263157894737
CID_47936	0.7133333333333333	P51449 > 0.49	0.003826567406889112	0.0019759926131117265
CID_14250	0.99	P51449 <= 0.34	0.006811001082352464	0.002742382271468144
CID_2722	0.94	P51449 > 0.49	0.0021456874360739264	0.00260387811634349
CID_24809526	0.77	0.40 < P51449 <= 0.49	0.002079686609749919	0.002132963988919668
CID_54911	0.75	0.40 < P51449 <= 0.49	-0.0009202281853242398	0.002077562326869806
CID_338733	0.65	0.34 < P51449 <= 0.40	0.0016815795064981107	0.0018005540166204986
CID_73864	0.73	0.40 < P51449 <= 0.49	0.004459543004533923	0.0020221606648199446
CID_9444	0.81	P51449 > 0.49	0.002474196855059388	0.0022437673130193906
CID_10041070	0.7925	P51449 > 0.49	0.0011391312883987403	0.002195290858725762
CID_21804	0.66	0.40 < P51449 <= 0.49	0.0008523475055765546	0.0018282548476454294
CID_60196419	0.42816666666666675	P51449 > 0.49	0.0010397591445085782	0.0011860572483841185
CID_3054	0.74	0.34 < P51449 <= 0.40	0.0023020603037117488	0.002049861495844875
CID_9568078	0.72	P51449 <= 0.34	0.002039727905007503	0.0019944598337950136
CID_9571016	0.9	P51449 <= 0.34	0.0025368513432609072	0.002493074792243767
CID_3347	0.66	0.40 < P51449 <= 0.49	0.00396274971542829	0.0018282548476454294
CID_4921	0.7	P51449 <= 0.34	-8.544061895560805e-05	0.0019390581717451522
CID_104926	0.805	P51449 > 0.49	0.002695394664052431	0.0022299168975069253
CID_53316407	0.95	P51449 > 0.49	0.0008287489940093493	0.002631578947368421
CID_6758	0.69	P51449 > 0.49	0.0045620792673042206	0.0019113573407202214
CID_91778	0.75	P51449 > 0.49	0.0020586252748153113	0.002077562326869806
CID_5288783	0.69	P51449 > 0.49	-0.0009092794167899085	0.0019113573407202214
CID_4921319	0.7966666666666665	0.34 < P51449 <= 0.40	0.0031579552570104954	0.002206832871652816
CID_93221	0.67	0.40 < P51449 <= 0.49	0.0018310335889203787	0.0018559556786703602
CID_2724385	0.86	P51449 <= 0.34	0.002308346377222906	0.0023822714681440444
CID_206044	0.76	P51449 > 0.49	0.006823404372890364	0.002105263157894737
CID_5702159	0.8666666666666667	P51449 > 0.49	-0.003477098764289668	0.0024007386888273315
CID_10068207	0.74	0.34 < P51449 <= 0.40	0.004401285641702511	0.002049861495844875
CID_22078297	0.92	P51449 <= 0.34	0.004577930225915526	0.002548476454293629
CID_387447	0.6533333333333334	P51449 > 0.49	0.0025120823099990582	0.0018097876269621426
CID_53232	0.85	P51449 > 0.49	0.005185666836021119	0.0023545706371191134
CID_68939	0.69	P51449 > 0.49	0.0028573570207763607	0.0019113573407202214
CID_10707	0.73	P51449 <= 0.34	0.0033989275891955486	0.0020221606648199446
CID_24852044	0.72	P51449 > 0.49	-0.002409617535687537	0.0019944598337950136
CID_3760	0.79	P51449 > 0.49	0.0011880607713010865	0.002188365650969529
CID_2351	0.75	0.34 < P51449 <= 0.40	-0.0034566855384673676	0.002077562326869806
CID_20055397	0.81	P51449 > 0.49	-0.0003475986278913376	0.0022437673130193906
CID_65114	0.84	P51449 > 0.49	0.0059472984075412015	0.002326869806094183
CID_10635	0.865	P51449 > 0.49	0.0016909779418062428	0.0023961218836565097
CID_92855	0.97	P51449 > 0.49	0.0014241478100207098	0.0026869806094182826
CID_60196425	0.61	0.40 < P51449 <= 0.49	0.005565749686633277	0.0016897506925207756
CID_69765	0.73	P51449 > 0.49	0.00022238357810609426	0.0020221606648199446
