compound_cid	compound_predicted_score	target_range	target_relevance	average_relevance
CID_4993	0.83	0.47 < P10275 <= 0.59	0.005306960191144922	0.0022991689750692518
CID_7564	0.74	P10275 <= 0.36	0.004023659356761243	0.002049861495844875
CID_25912	0.92	P10275 > 0.59	0.0053883703753593816	0.002548476454293629
CID_7113	0.8008333333333334	P10275 <= 0.36	-0.0020672810405124786	0.002218374884579871
CID_5282138	0.83	P10275 > 0.59	0.001323566770491971	0.0022991689750692518
CID_38479	0.68	0.36 < P10275 <= 0.47	-0.0032545545373211405	0.001883656509695291
CID_3062316	0.67	0.36 < P10275 <= 0.47	0.0004536623247290787	0.0018559556786703602
CID_59227	0.76	0.47 < P10275 <= 0.59	0.00026659093730327816	0.002105263157894737
CID_443955	0.8	P10275 > 0.59	0.0008574548152724698	0.00221606648199446
CID_3728	0.99	P10275 > 0.59	0.006179021807325391	0.002742382271468144
CID_27295	0.7677777777777777	0.47 < P10275 <= 0.59	0.0028912948075068617	0.0021268082486919047
CID_27400	0.84	P10275 > 0.59	0.0033620728779972767	0.002326869806094183
CID_36242	0.76	P10275 > 0.59	-5.263149402087188e-05	0.002105263157894737
CID_16211417	0.9297222222222223	P10275 > 0.59	-0.0010338797208929449	0.0025754078177900896
CID_3224	0.9233333333333333	P10275 > 0.59	0.004214728253654584	0.0025577100646352723
CID_2734225	0.99	P10275 > 0.59	0.003090888238216369	0.002742382271468144
CID_8606	0.8	P10275 > 0.59	0.005547837312304763	0.00221606648199446
CID_165457	0.75	P10275 <= 0.36	-0.0008445914014453602	0.002077562326869806
CID_163751	0.72	0.36 < P10275 <= 0.47	-0.0009695145345803473	0.0019944598337950136
CID_71399	0.72	0.47 < P10275 <= 0.59	-0.001358987589883056	0.0019944598337950136
CID_10680	0.7	P10275 <= 0.36	0.0007238625731669312	0.0019390581717451522
CID_24502	0.74	0.36 < P10275 <= 0.47	0.0026871253413535633	0.002049861495844875
CID_86211	0.95	P10275 > 0.59	0.004238409101314194	0.002631578947368421
CID_86354	0.7659999999999999	P10275 > 0.59	0.009649797959160312	0.002121883656509695
CID_11831	0.755	P10275 > 0.59	0.0048945805746667265	0.0020914127423822715
CID_2336	0.69281993006993	P10275 <= 0.36	0.008070662442110124	0.001919168781357147
CID_30709	0.895	0.36 < P10275 <= 0.47	0.00235167018611463	0.002479224376731302
CID_2194	0.71	0.47 < P10275 <= 0.59	-0.0014222742070157163	0.001966759002770083
CID_727200	0.755	0.36 < P10275 <= 0.47	7.365319909189837e-05	0.0020914127423822715
CID_22463	0.88	P10275 <= 0.36	0.003581904773923266	0.002437673130193906
CID_10937610	0.71	0.47 < P10275 <= 0.59	-0.0031801301293549996	0.001966759002770083
CID_85505	0.7179365079365079	P10275 > 0.59	0.00048736260095377993	0.0019887437892978058
CID_2765	0.7	0.36 < P10275 <= 0.47	0.0015523509321190827	0.0019390581717451522
CID_16217238	0.7566666666666666	P10275 > 0.59	0.008443285123554446	0.0020960295475530933
CID_77956	0.7	0.47 < P10275 <= 0.59	0.008062085530253244	0.0019390581717451522
CID_8413	0.91	P10275 <= 0.36	0.0015043577269129064	0.002520775623268698
CID_35455	0.8	0.36 < P10275 <= 0.47	0.005257418138341291	0.00221606648199446
CID_16362	0.81	P10275 > 0.59	0.002402800643663065	0.0022437673130193906
CID_448537	0.96	P10275 <= 0.36	-0.00034089662632804985	0.0026592797783933516
CID_20701	0.61	P10275 <= 0.36	0.0012505633195814855	0.0016897506925207756
CID_5364713	0.61	P10275 <= 0.36	-0.00097267912479698	0.0016897506925207756
CID_3036	0.8616666666666666	0.47 < P10275 <= 0.59	0.005679325451829051	0.0023868882733148657
CID_60196425	0.72	P10275 > 0.59	0.003711917499520396	0.0019944598337950136
CID_22094	0.85	0.36 < P10275 <= 0.47	0.003578025890162438	0.0023545706371191134
CID_7050	0.8	P10275 <= 0.36	-0.0006293388471424711	0.00221606648199446
CID_7546	0.84	P10275 <= 0.36	0.0018717565440822509	0.002326869806094183
CID_8569	0.89	P10275 <= 0.36	0.004088975515299479	0.0024653739612188366
CID_3120	0.78	0.47 < P10275 <= 0.59	0.0015271126409549577	0.0021606648199445984
CID_60196375	0.78	P10275 > 0.59	0.005542229376099976	0.0021606648199445984
CID_22571	0.81	P10275 > 0.59	-0.00024738666065605666	0.0022437673130193906
CID_119182	0.71	P10275 > 0.59	-0.0020755906659729586	0.001966759002770083
CID_5288783	0.8	P10275 > 0.59	-0.0011233831292688113	0.00221606648199446
CID_6709	0.41838095238095235	P10275 > 0.59	-0.00043785280674061807	0.001158950006595436
CID_24944555	0.41115584415584416	P10275 > 0.59	0.0004121056263459065	0.00113893585638738
CID_7005	1.0	P10275 <= 0.36	0.0019339282796100022	0.002770083102493075
CID_3346	0.68	0.47 < P10275 <= 0.59	-0.0022146009072836806	0.001883656509695291
CID_62770	0.96	0.36 < P10275 <= 0.47	0.004576735174384306	0.0026592797783933516
CID_23663539	0.8865800865800866	P10275 > 0.59	0.007209980352197315	0.002455900516842345
CID_736331	0.64	P10275 <= 0.36	-0.0017438588161742604	0.001772853185595568
CID_92877	0.8	P10275 > 0.59	0.002606500141793585	0.00221606648199446
CID_6025	0.84	0.47 < P10275 <= 0.59	-0.003148878275907155	0.002326869806094183
CID_31202	0.99	P10275 > 0.59	0.0027243169009583588	0.002742382271468144
CID_5472	0.81	P10275 > 0.59	-0.0006802550963887552	0.0022437673130193906
CID_91656	0.64	0.47 < P10275 <= 0.59	-0.0021957072257055583	0.001772853185595568
CID_13676	0.74	P10275 > 0.59	0.0008222240522180986	0.002049861495844875
CID_153997	0.81	0.47 < P10275 <= 0.59	-0.001293350991011008	0.0022437673130193906
CID_5280443	0.7591666666666668	P10275 <= 0.36	0.0009629833165998357	0.002102954755309326
CID_3034351	0.65	0.36 < P10275 <= 0.47	0.0032698989952806147	0.0018005540166204986
CID_8456	0.66	0.36 < P10275 <= 0.47	-0.00033049263584893236	0.0018282548476454294
CID_6918454	0.8	0.36 < P10275 <= 0.47	0.003237698112785679	0.00221606648199446
CID_60196441	0.77	P10275 > 0.59	0.00703909437499876	0.002132963988919668
CID_6636	0.91	P10275 <= 0.36	0.0009183288279054438	0.002520775623268698
CID_2871	0.75	P10275 <= 0.36	0.006374248321631825	0.002077562326869806
CID_11774	0.6970000000000001	0.36 < P10275 <= 0.47	0.0030433209680101733	0.0019307479224376734
CID_17931	0.82	0.47 < P10275 <= 0.59	0.005287344382521608	0.002271468144044321
CID_71764	0.76	0.36 < P10275 <= 0.47	-0.0025200675340459537	0.002105263157894737
CID_16854	0.7475	0.47 < P10275 <= 0.59	0.00016173035111635933	0.0020706371191135733
CID_68186	0.79	P10275 > 0.59	-0.004480502229925201	0.002188365650969529
CID_108938	0.83	0.47 < P10275 <= 0.59	0.005028725466208102	0.0022991689750692518
CID_2734231	0.99	P10275 > 0.59	0.00022083378029630693	0.002742382271468144
CID_2734177	0.6814285714285714	P10275 > 0.59	-0.0006970570573006029	0.001887613771270281
CID_444005	0.7	P10275 <= 0.36	-0.0001852480486709998	0.0019390581717451522
CID_60699	0.73	P10275 > 0.59	0.0013853591410198495	0.0020221606648199446
CID_3054	0.96	P10275 <= 0.36	-0.0012797746915509244	0.0026592797783933516
CID_12870	0.91	0.47 < P10275 <= 0.59	0.0016695346296194367	0.002520775623268698
CID_117746	0.76	0.47 < P10275 <= 0.59	0.004110952846780955	0.002105263157894737
CID_4128060	0.65	0.36 < P10275 <= 0.47	0.007531161679801911	0.0018005540166204986
CID_10158453	0.81	0.47 < P10275 <= 0.59	0.006968989911321664	0.0022437673130193906
CID_45073437	0.8225	0.47 < P10275 <= 0.59	0.007732859270943741	0.002278393351800554
CID_13745	0.9318181818181819	0.47 < P10275 <= 0.59	0.004957885602213697	0.002581213800050365
CID_137264	0.65	0.47 < P10275 <= 0.59	0.0029171947296716227	0.0018005540166204986
CID_74106	0.72	0.47 < P10275 <= 0.59	0.005687871609637303	0.0019944598337950136
CID_8442	0.67	0.36 < P10275 <= 0.47	0.006316802991487255	0.0018559556786703602
CID_6528	0.77	P10275 <= 0.36	0.002330471454860413	0.002132963988919668
CID_38884	0.652	0.36 < P10275 <= 0.47	-0.00028687842772821544	0.0018060941828254848
CID_10685477	0.7525	P10275 <= 0.36	-0.0011146887620119112	0.0020844875346260386
CID_19402	0.7583333333333334	0.47 < P10275 <= 0.59	0.0005641366512653293	0.0021006463527239155
CID_13708	0.78	0.47 < P10275 <= 0.59	0.0014769192791626745	0.0021606648199445984
CID_7594	0.73	P10275 <= 0.36	0.0026534496308238606	0.0020221606648199446
CID_2734239	0.98	P10275 > 0.59	0.002507255833753621	0.002714681440443213
CID_25099474	0.74	P10275 <= 0.36	-0.004018767827574527	0.002049861495844875
CID_75547	0.8588888888888888	0.36 < P10275 <= 0.47	-0.003571569849172082	0.002379193598030163
CID_34051	0.82	P10275 <= 0.36	0.0014538681906732893	0.002271468144044321
CID_9850056	0.7933333333333333	P10275 > 0.59	0.0015109592890438965	0.0021975992613111725
CID_16741	0.55	0.47 < P10275 <= 0.59	0.0020870434180652684	0.0015235457063711912
CID_62306	0.85	P10275 > 0.59	-0.0038042703986213835	0.0023545706371191134
CID_7258	0.1084659507159507	P10275 > 0.59	-0.002683120064000376	0.0003004596972741017
CID_2734117	0.9216666666666667	P10275 > 0.59	0.007486927353439973	0.002553093259464451
CID_16654936	0.73	P10275 <= 0.36	0.003980844394786175	0.0020221606648199446
CID_1345	0.78	P10275 > 0.59	0.005435541162357974	0.0021606648199445984
CID_7699	0.63	P10275 <= 0.36	-0.001806544103726763	0.0017451523545706372
CID_2728	0.74	0.47 < P10275 <= 0.59	-0.0018870423613932448	0.002049861495844875
CID_123596	0.78	0.36 < P10275 <= 0.47	-0.004060997606088287	0.0021606648199445984
CID_8507	0.7	P10275 > 0.59	0.0041547228001717245	0.0019390581717451522
CID_6828	0.78	0.36 < P10275 <= 0.47	0.002659521667276757	0.0021606648199445984
CID_14347	0.9575	P10275 <= 0.36	0.00790694803444887	0.002652354570637119
CID_13035120	0.6833333333333332	P10275 > 0.59	0.003560128062504437	0.001892890120036934
CID_17652	0.6866666666666665	0.47 < P10275 <= 0.59	-0.00185439627526533	0.0019021237303785776
CID_7511	0.665	0.47 < P10275 <= 0.59	0.003485048076262614	0.001842105263157895
CID_9866250	0.7366666666666667	0.47 < P10275 <= 0.59	0.0008268681687233752	0.0020406278855032317
CID_20965	0.85	0.36 < P10275 <= 0.47	-0.002270390898437818	0.0023545706371191134
CID_65399	0.7	0.36 < P10275 <= 0.47	0.0011620422644352479	0.0019390581717451522
CID_72870	0.6	P10275 > 0.59	0.004756853494575016	0.0016620498614958448
CID_14250	0.8991666666666666	P10275 > 0.59	0.0024022116276258124	0.002490766389658356
CID_6618	0.8875	0.47 < P10275 <= 0.59	-0.004041079346788945	0.0024584487534626037
CID_60196435	0.69	0.36 < P10275 <= 0.47	0.002909691832667414	0.0019113573407202214
CID_6982	0.7586666666666667	P10275 > 0.59	0.0047574182683912435	0.0021015697137580797
CID_4927	0.9	0.36 < P10275 <= 0.47	-0.0006517339638916077	0.002493074792243767
CID_38911	0.6	0.36 < P10275 <= 0.47	0.0029877750340415914	0.0016620498614958448
CID_22584	0.73	P10275 > 0.59	0.004997941970900031	0.0020221606648199446
CID_3352	0.7609999999999999	0.47 < P10275 <= 0.59	0.000535041847236957	0.0021080332409972296
CID_9935274	0.75	0.47 < P10275 <= 0.59	0.0016793094207120584	0.002077562326869806
CID_4184	0.76	0.36 < P10275 <= 0.47	1.9374831541784114e-05	0.002105263157894737
CID_11057	0.87	P10275 > 0.59	0.003149879414708931	0.002409972299168975
CID_9502	0.9	P10275 > 0.59	0.00857014445172367	0.002493074792243767
CID_8679	0.865	0.36 < P10275 <= 0.47	0.00581388098940149	0.0023961218836565097
CID_75628	0.78	P10275 <= 0.36	0.0001292799784738169	0.0021606648199445984
CID_50367	0.71	P10275 > 0.59	-0.002199937641900204	0.001966759002770083
CID_3068143	0.81	0.36 < P10275 <= 0.47	0.0013731501091677992	0.0022437673130193906
CID_6837	0.8216666666666668	P10275 > 0.59	0.0021271526852556237	0.0022760849492151434
CID_95170	0.4551666666666667	P10275 > 0.59	0.001203778612956821	0.0012608494921514315
CID_623849	0.99	P10275 <= 0.36	0.00301787787426189	0.002742382271468144
CID_267210	0.79	0.36 < P10275 <= 0.47	0.00456418993046044	0.002188365650969529
CID_28935	0.91	0.36 < P10275 <= 0.47	0.007059413243485219	0.002520775623268698
CID_3397	0.83	P10275 > 0.59	0.0027124929253612108	0.0022991689750692518
CID_2724411	0.77	0.36 < P10275 <= 0.47	0.00409627103796993	0.002132963988919668
CID_119361	0.7975	P10275 > 0.59	0.004434609544805701	0.002209141274238227
CID_33611	0.73	P10275 > 0.59	0.002758226954704591	0.0020221606648199446
CID_94684	0.69	P10275 > 0.59	0.00507297778228342	0.0019113573407202214
CID_5265	0.77	P10275 > 0.59	0.004201659643150546	0.002132963988919668
CID_68589	0.82	0.36 < P10275 <= 0.47	0.009303806181515106	0.002271468144044321
CID_7551	0.74	0.47 < P10275 <= 0.59	-0.0019708448997103334	0.002049861495844875
CID_43234	0.9	0.47 < P10275 <= 0.59	0.004376659352651006	0.002493074792243767
CID_5564	0.99	P10275 > 0.59	0.0003205783377590801	0.002742382271468144
CID_9690	0.773	P10275 > 0.59	0.002351290605203393	0.002141274238227147
CID_9556529	0.78	0.36 < P10275 <= 0.47	0.006881689603714645	0.0021606648199445984
CID_62428	0.7075	P10275 <= 0.36	0.0006622707681674303	0.0019598337950138506
CID_31677	0.755	0.47 < P10275 <= 0.59	-0.0015655720778114746	0.0020914127423822715
CID_86210	0.94	P10275 > 0.59	0.006715497563393423	0.00260387811634349
CID_16760153	0.69	P10275 > 0.59	0.0005860184431503339	0.0019113573407202214
CID_3034285	0.7	0.47 < P10275 <= 0.59	0.004172418580920118	0.0019390581717451522
CID_4778	0.63	0.36 < P10275 <= 0.47	0.005688763001327824	0.0017451523545706372
CID_53316398	0.75	0.47 < P10275 <= 0.59	-0.0041958058416492255	0.002077562326869806
CID_4931	0.72	0.47 < P10275 <= 0.59	0.002629747299975188	0.0019944598337950136
CID_87293	0.67	0.36 < P10275 <= 0.47	0.0013706874432227495	0.0018559556786703602
CID_9867257	0.63	0.36 < P10275 <= 0.47	-0.0002688396074078499	0.0017451523545706372
CID_12447	0.87	0.47 < P10275 <= 0.59	0.002846594087267013	0.002409972299168975
CID_192197	0.9520000000000001	P10275 <= 0.36	0.00465160760883787	0.0026371191135734075
CID_92727	0.6920000000000001	P10275 <= 0.36	-0.0021870351783901077	0.0019168975069252078
CID_4921	0.83	0.36 < P10275 <= 0.47	0.0006553411820173631	0.0022991689750692518
CID_16682736	0.63	0.36 < P10275 <= 0.47	-0.0020109796660867665	0.0017451523545706372
CID_13257	0.3953412698412698	P10275 <= 0.36	0.0008412438533346006	0.0010951281713054565
CID_627458	0.91	P10275 > 0.59	0.001317018000804817	0.002520775623268698
CID_69484	0.66	0.47 < P10275 <= 0.59	0.0016368669227378718	0.0018282548476454294
CID_5590	0.73	0.36 < P10275 <= 0.47	-0.001442037961563499	0.0020221606648199446
CID_23160059	0.92	P10275 > 0.59	0.0031961977616559597	0.002548476454293629
CID_3117	0.76	0.47 < P10275 <= 0.59	-0.0011861096959919978	0.002105263157894737
CID_13764	0.67	0.36 < P10275 <= 0.47	0.007035282075021131	0.0018559556786703602
CID_7444	0.86	0.47 < P10275 <= 0.59	-0.0007138643174897212	0.0023822714681440444
CID_213016	0.73	0.36 < P10275 <= 0.47	0.0003913592769518549	0.0020221606648199446
CID_28697	0.35376190476190467	P10275 > 0.59	0.006304556047839268	0.0009799498746867164
CID_5746	0.69	0.36 < P10275 <= 0.47	-0.002670588389276604	0.0019113573407202214
CID_14178379	0.71	P10275 <= 0.36	0.003951648993725212	0.001966759002770083
CID_9158	0.5568373015873016	0.36 < P10275 <= 0.47	0.0011500049963984282	0.0015424855999648245
CID_12036651	0.9297222222222223	P10275 > 0.59	0.003016133051109895	0.0025754078177900896
CID_5870	0.83	P10275 > 0.59	-0.0038628649386069514	0.0022991689750692518
CID_43233	0.97	P10275 > 0.59	0.004856760942903062	0.0026869806094182826
CID_443872	0.74	P10275 > 0.59	0.0035679405453533345	0.002049861495844875
CID_28417	0.78	P10275 > 0.59	0.008555061780033572	0.0021606648199445984
CID_115366	0.7	P10275 > 0.59	0.002338941152022024	0.0019390581717451522
CID_6688	0.75	P10275 <= 0.36	0.0014520265526954013	0.002077562326869806
CID_55283	0.77	P10275 <= 0.36	0.0021489714061740128	0.002132963988919668
CID_39800	0.72	0.47 < P10275 <= 0.59	0.006417608936335904	0.0019944598337950136
CID_5311454	0.785	0.47 < P10275 <= 0.59	0.0046883134249049606	0.0021745152354570637
CID_4418	0.75	0.47 < P10275 <= 0.59	-0.00014748891963131317	0.002077562326869806
CID_13254	0.92	P10275 <= 0.36	0.003972491347011571	0.002548476454293629
CID_6099	0.915	0.47 < P10275 <= 0.59	0.003937548707205673	0.0025346260387811635
CID_11742	0.872	P10275 <= 0.36	0.004687246628505037	0.002415512465373961
CID_74236	0.87	P10275 > 0.59	0.003081371105559011	0.002409972299168975
CID_7567	0.9	0.36 < P10275 <= 0.47	0.004547608185876621	0.002493074792243767
CID_7108	0.83	0.47 < P10275 <= 0.59	-0.0011975448312429118	0.0022991689750692518
CID_11296583	0.79	P10275 <= 0.36	0.00396262357722671	0.002188365650969529
CID_4615	0.74	P10275 <= 0.36	0.0028452372386506336	0.002049861495844875
CID_6432394	0.72	P10275 > 0.59	0.0025268519295732436	0.0019944598337950136
CID_8663	1.0	P10275 <= 0.36	0.0019284673022898252	0.002770083102493075
CID_9395	0.8966666666666667	0.47 < P10275 <= 0.59	0.0056307580610249755	0.002483841181902124
CID_636362	0.85	0.36 < P10275 <= 0.47	0.004541535229454312	0.0023545706371191134
CID_13089	0.86	P10275 > 0.59	0.0018508390555275168	0.0023822714681440444
CID_51040	0.71	P10275 <= 0.36	0.001034089140681657	0.001966759002770083
CID_2734163	0.99	P10275 > 0.59	0.0014538833029541225	0.002742382271468144
CID_6623	0.9420000000000001	P10275 <= 0.36	0.0007294790250504531	0.0026094182825484764
CID_3278	0.73	0.47 < P10275 <= 0.59	0.0001373243185140736	0.0020221606648199446
CID_91664	0.92	0.36 < P10275 <= 0.47	0.007111188794752333	0.002548476454293629
CID_5283349	0.62	0.47 < P10275 <= 0.59	-0.001534256753903657	0.0017174515235457064
CID_3760	0.81	P10275 > 0.59	-0.0011727160560738175	0.0022437673130193906
CID_4115	0.8313333333333333	0.36 < P10275 <= 0.47	0.0025269902442872196	0.0023028624192059093
CID_6624	0.98	0.36 < P10275 <= 0.47	0.0034585187165198693	0.002714681440443213
CID_3286	0.64	0.47 < P10275 <= 0.59	0.004174355746618011	0.001772853185595568
CID_2898	0.875	0.36 < P10275 <= 0.47	0.002602427352488616	0.0024238227146814403
CID_60196415	0.69	P10275 <= 0.36	0.0009561937737758734	0.0019113573407202214
CID_17168	0.852	P10275 > 0.59	0.0017381682358156014	0.0023601108033241
CID_26030	0.19854076479076468	P10275 > 0.59	0.0008751742595848591	0.0005499744177029492
CID_5991	0.86	P10275 > 0.59	0.0026650406486342223	0.0023822714681440444
CID_39230	0.73	0.47 < P10275 <= 0.59	0.003670216300307368	0.0020221606648199446
CID_16421	0.79	0.36 < P10275 <= 0.47	0.00281559689523065	0.002188365650969529
CID_5284486	0.78	P10275 > 0.59	0.004890115830026862	0.0021606648199445984
CID_6733	0.73	P10275 <= 0.36	0.0014938484255860092	0.0020221606648199446
CID_70837	0.46916666666666657	P10275 <= 0.36	0.0015303541353476893	0.0012996306555863339
CID_18480	0.677	P10275 <= 0.36	0.0013920813476118031	0.0018753462603878117
CID_5381	0.7225	P10275 > 0.59	-0.0011476687890948087	0.0020013850415512464
CID_72416	0.62	0.47 < P10275 <= 0.59	0.003861327196987759	0.0017174515235457064
CID_10160166	0.78	0.36 < P10275 <= 0.47	-0.002753719522998477	0.0021606648199445984
CID_17533	0.87	P10275 > 0.59	0.0017691479736357248	0.002409972299168975
CID_31957	0.82	0.47 < P10275 <= 0.59	0.001177362600242004	0.002271468144044321
CID_9849616	0.9	0.36 < P10275 <= 0.47	0.002740958772087558	0.002493074792243767
CID_17570	0.94	P10275 <= 0.36	0.0013464400832551764	0.00260387811634349
CID_4169	0.7783333333333334	0.47 < P10275 <= 0.59	0.0005619248034166217	0.0021560480147737766
CID_10107	0.8025	0.47 < P10275 <= 0.59	0.00287374323836799	0.0022229916897506924
CID_92140	0.74	P10275 <= 0.36	-0.0015737875476055491	0.002049861495844875
CID_73851	0.96	P10275 <= 0.36	0.0028574191041920035	0.0026592797783933516
CID_387447	0.62	P10275 <= 0.36	-0.0006822285778980864	0.0017174515235457064
CID_91677	0.7166666666666667	P10275 > 0.59	0.007070354862471822	0.0019852262234533705
CID_8816	0.98	P10275 > 0.59	0.006494287257918003	0.002714681440443213
CID_10867	0.64	0.36 < P10275 <= 0.47	-0.0023863844515420026	0.001772853185595568
CID_6732	0.7133333333333333	0.47 < P10275 <= 0.59	0.0005412777858662384	0.0019759926131117265
CID_91805	0.7325	P10275 > 0.59	0.0006574309542368283	0.0020290858725761775
CID_4493	0.69	P10275 > 0.59	0.0021837873443980088	0.0019113573407202214
CID_16722125	0.715	0.47 < P10275 <= 0.59	0.0007046420409752445	0.0019806094182825483
CID_117640	0.73	0.36 < P10275 <= 0.47	0.0030278555514680226	0.0020221606648199446
CID_4768	0.68	0.47 < P10275 <= 0.59	-0.00014982601659427466	0.001883656509695291
CID_16248	0.57	0.36 < P10275 <= 0.47	0.0025745138003089967	0.0015789473684210526
CID_14569	0.9	0.36 < P10275 <= 0.47	0.004508729765357797	0.002493074792243767
CID_3317081	0.89	0.36 < P10275 <= 0.47	-0.0006852766183154424	0.0024653739612188366
CID_61594	0.7493333333333332	P10275 > 0.59	0.006552827173992877	0.002075715604801477
CID_3784	0.7	0.47 < P10275 <= 0.59	0.0026832295544704362	0.0019390581717451522
CID_69297	0.76	0.36 < P10275 <= 0.47	0.0004885606818565495	0.002105263157894737
CID_31070	0.75	0.47 < P10275 <= 0.59	0.005782568143580056	0.002077562326869806
CID_6633	0.53	0.47 < P10275 <= 0.59	0.004112263047922106	0.0014681440443213298
CID_86429	0.77	0.36 < P10275 <= 0.47	0.002001897659904591	0.002132963988919668
CID_9509	0.73	P10275 <= 0.36	0.0032703620546503352	0.0020221606648199446
CID_39385	0.89	P10275 > 0.59	-0.0005894027624476085	0.0024653739612188366
CID_4748	0.77	P10275 > 0.59	0.0033345751607559305	0.002132963988919668
CID_123504	0.9	0.47 < P10275 <= 0.59	-0.0033441901017186512	0.002493074792243767
CID_41206	0.91	P10275 <= 0.36	-0.0019762265536241125	0.002520775623268698
CID_4578030	0.72	P10275 <= 0.36	-0.0012343873832256665	0.0019944598337950136
CID_5702220	0.72	P10275 > 0.59	0.006510856459163285	0.0019944598337950136
CID_7509	0.65	0.36 < P10275 <= 0.47	0.003055768966500816	0.0018005540166204986
CID_28292	0.82	0.47 < P10275 <= 0.59	0.0016249732708417883	0.002271468144044321
CID_10522	0.77	0.36 < P10275 <= 0.47	-0.002067573108750711	0.002132963988919668
CID_3827	0.804	0.47 < P10275 <= 0.59	0.0033210263754050212	0.002227146814404432
CID_11080	0.8375	0.47 < P10275 <= 0.59	0.0029803772901568987	0.0023199445983379504
CID_91693	0.8458333333333333	0.47 < P10275 <= 0.59	0.0023523969128078723	0.002343028624192059
CID_472181	0.9	0.47 < P10275 <= 0.59	0.005084192407558492	0.002493074792243767
CID_80277	0.72	0.36 < P10275 <= 0.47	-0.0008343180263486974	0.0019944598337950136
CID_11289	0.8644444444444445	0.47 < P10275 <= 0.59	0.0031039337009122767	0.0023945829485995693
CID_2734172	0.99	P10275 > 0.59	-0.00036560350730087247	0.002742382271468144
CID_18506491	0.975	P10275 > 0.59	0.004259622278689192	0.002700831024930748
CID_8227	0.7	P10275 > 0.59	0.004369473907209405	0.0019390581717451522
CID_21387	1.0	P10275 <= 0.36	0.0035747973960756716	0.002770083102493075
CID_94955	0.73	P10275 > 0.59	0.0027189336678301096	0.0020221606648199446
CID_638034	0.57	P10275 > 0.59	-5.931907280223376e-05	0.0015789473684210526
CID_2268	0.74	0.36 < P10275 <= 0.47	0.0044656893028693035	0.002049861495844875
CID_1539	0.84	0.36 < P10275 <= 0.47	0.0012492956396027248	0.002326869806094183
CID_73852	0.9265000000000001	P10275 <= 0.36	-0.0012462690796579059	0.002566481994459834
CID_54897	0.84	0.47 < P10275 <= 0.59	0.0051660648171505666	0.002326869806094183
CID_15984075	0.59	P10275 > 0.59	0.0009319722256089402	0.001634349030470914
CID_5281162	0.71	0.47 < P10275 <= 0.59	0.0034931361166430424	0.001966759002770083
CID_176879	0.78	P10275 <= 0.36	0.006316369759506642	0.0021606648199445984
CID_67215	0.94	0.36 < P10275 <= 0.47	0.0011120939298155104	0.00260387811634349
