compound_cid	compound_predicted_score	target_range	target_relevance	average_relevance
CID_9861124	0.77	P10826 <= 0.42	0.0040821537304484975	0.002132963988919668
CID_6167	0.76	P10826 > 0.72	0.002319569896597522	0.002105263157894737
CID_65953	0.66	P10826 <= 0.42	0.0018656036571100861	0.0018282548476454294
CID_8814	0.74	0.62 < P10826 <= 0.72	0.002023050910952832	0.002049861495844875
CID_60751	0.66	0.42 < P10826 <= 0.62	0.00446051183348459	0.0018282548476454294
CID_79717	0.89	0.42 < P10826 <= 0.62	0.003290156418330842	0.0024653739612188366
CID_25015677	0.65	P10826 <= 0.42	0.001704799546335055	0.0018005540166204986
CID_60196375	0.820142857142857	P10826 <= 0.42	0.003430909348184183	0.0022718638702018197
CID_23686673	0.63	0.42 < P10826 <= 0.62	0.00235574812559996	0.0017451523545706372
CID_53249535	0.65	0.62 < P10826 <= 0.72	0.0036955323574253004	0.0018005540166204986
CID_3278	0.61	P10826 <= 0.42	0.0042419629410128746	0.0016897506925207756
CID_3033825	0.65	0.42 < P10826 <= 0.62	0.0016074520919377487	0.0018005540166204986
CID_122087	0.58	P10826 <= 0.42	0.0004568564622264228	0.0016066481994459832
CID_118899	0.89	0.42 < P10826 <= 0.62	0.003929884297925915	0.0024653739612188366
CID_75018	0.6428571428571428	P10826 > 0.72	0.004937063245548344	0.0017807677087455479
CID_5736	0.87	P10826 <= 0.42	0.0012149281233433252	0.002409972299168975
CID_27582	0.22361556743909677	P10826 <= 0.42	0.0009682390680791439	0.0006194337048174425
CID_20279	0.65	P10826 <= 0.42	0.0012772232867629852	0.0018005540166204986
CID_357904	0.76	P10826 <= 0.42	0.0034451690845475162	0.002105263157894737
CID_37392	0.88	P10826 <= 0.42	0.007281466130538272	0.002437673130193906
CID_10158453	0.73	P10826 <= 0.42	-0.002018378553462851	0.0020221606648199446
CID_46861540	0.67	P10826 <= 0.42	0.0011313821980266535	0.0018559556786703602
CID_5455	0.87	P10826 > 0.72	0.0033906800339862787	0.002409972299168975
CID_23661868	0.69	0.42 < P10826 <= 0.62	0.0016198819859666893	0.0019113573407202214
CID_59086459	0.68	P10826 <= 0.42	0.0015757597979110312	0.001883656509695291
CID_3062316	0.77	P10826 <= 0.42	-0.0014104090521233948	0.002132963988919668
CID_65399	0.71	P10826 > 0.72	0.0026187927401955255	0.001966759002770083
CID_9556529	0.71	P10826 <= 0.42	0.0031476974771012657	0.001966759002770083
CID_11764	0.4068333333333333	0.42 < P10826 <= 0.62	0.003054715818186469	0.0011269621421975992
CID_7626	0.84	0.42 < P10826 <= 0.62	0.0024374316758723506	0.002326869806094183
CID_39485	0.68	0.62 < P10826 <= 0.72	0.0008407001893591779	0.001883656509695291
CID_24180685	0.76	0.62 < P10826 <= 0.72	0.000808695835050917	0.002105263157894737
CID_153997	0.8	P10826 <= 0.42	0.003953615726846808	0.00221606648199446
CID_11181836	0.7555555555555555	P10826 <= 0.42	0.0011780851794872837	0.002092951677439212
CID_785	0.63	0.42 < P10826 <= 0.62	-0.003966104575589287	0.0017451523545706372
CID_53316407	0.820142857142857	P10826 <= 0.42	0.002873955495037683	0.0022718638702018197
CID_60196405	0.8	P10826 <= 0.42	0.0034979246951593068	0.00221606648199446
CID_5284459	0.84	0.42 < P10826 <= 0.62	0.0017672362244402482	0.002326869806094183
CID_14145	0.82	P10826 <= 0.42	-0.0005107942554674625	0.002271468144044321
CID_5282138	0.71	P10826 > 0.72	0.0031107384906612435	0.001966759002770083
CID_10568	0.66	P10826 <= 0.42	0.0029183874680800384	0.0018282548476454294
CID_10233356	0.7228571428571428	P10826 <= 0.42	0.0004468988646205689	0.002002374356944994
CID_5282060	0.61	0.42 < P10826 <= 0.62	0.0021246267106301824	0.0016897506925207756
CID_6450278	0.6266190476190474	0.42 < P10826 <= 0.62	-0.0008805076977782827	0.0017357868355098267
CID_667466	0.91	P10826 <= 0.42	0.0045744357790753224	0.002520775623268698
CID_16654936	0.71	P10826 <= 0.42	0.0023323045694674566	0.001966759002770083
CID_135410	0.7316666666666667	P10826 <= 0.42	0.0021127012314847357	0.0020267774699907664
CID_82917	0.67	P10826 <= 0.42	-0.0010837287183567356	0.0018559556786703602
CID_16682834	0.86	0.62 < P10826 <= 0.72	0.004682493552702683	0.0023822714681440444
CID_154914	0.68	P10826 > 0.72	0.0014159820522413344	0.001883656509695291
CID_12185	0.62	0.62 < P10826 <= 0.72	-0.00012136753854522208	0.0017174515235457064
CID_2662	0.78	P10826 <= 0.42	0.0014486474531202897	0.0021606648199445984
CID_62311	0.715	0.42 < P10826 <= 0.62	0.0003242685038743092	0.0019806094182825483
CID_1730	0.72	P10826 <= 0.42	0.005026181806720904	0.0019944598337950136
CID_71768	0.72	0.62 < P10826 <= 0.72	0.0028780180694940277	0.0019944598337950136
CID_83975	0.71	0.62 < P10826 <= 0.72	-0.003675437075140255	0.001966759002770083
CID_69484	0.66	P10826 <= 0.42	0.000360557920062265	0.0018282548476454294
CID_10793	0.66	P10826 <= 0.42	-7.274364841212451e-05	0.0018282548476454294
CID_6422843	0.61	P10826 <= 0.42	0.0012364334715351548	0.0016897506925207756
CID_170286	0.71	0.62 < P10826 <= 0.72	0.0021754311667263613	0.001966759002770083
CID_19658	0.76	0.42 < P10826 <= 0.62	0.0029649283000379345	0.002105263157894737
CID_1990	0.56	0.42 < P10826 <= 0.62	0.00023270603643498784	0.001551246537396122
CID_13745	0.765	0.42 < P10826 <= 0.62	0.004339143004002263	0.002119113573407202
CID_91778	0.64	P10826 <= 0.42	-7.117550303203739e-05	0.001772853185595568
CID_13940	0.75	0.42 < P10826 <= 0.62	0.0007238609823548898	0.002077562326869806
CID_10607	0.73	P10826 > 0.72	0.00044096650268062406	0.0020221606648199446
CID_107720	0.87	P10826 <= 0.42	0.00334595526552653	0.002409972299168975
CID_3117	0.6666666666666667	0.62 < P10826 <= 0.72	0.0026434077382624112	0.0018467220683287167
CID_7564	0.75	0.42 < P10826 <= 0.62	0.004198903235472496	0.002077562326869806
CID_207841	0.6975	P10826 <= 0.42	0.0005964764827586827	0.0019321329639889198
CID_2726	0.98	P10826 <= 0.42	0.0012282960478626698	0.002714681440443213
CID_8722	0.98	P10826 > 0.72	0.0006430216873497625	0.002714681440443213
CID_60871	0.75	0.62 < P10826 <= 0.72	0.0010798216614101158	0.002077562326869806
CID_4615	0.67	0.62 < P10826 <= 0.72	0.0037306545772974953	0.0018559556786703602
CID_9880	0.87	P10826 <= 0.42	0.005980157762221454	0.002409972299168975
CID_24351	0.86	P10826 <= 0.42	0.002898694185706022	0.0023822714681440444
CID_13622	0.74	P10826 > 0.72	0.004152789391438632	0.002049861495844875
CID_54682468	0.62	0.42 < P10826 <= 0.62	-0.002251645596263566	0.0017174515235457064
CID_3386	0.69	P10826 <= 0.42	0.00209590358717085	0.0019113573407202214
CID_11957654	0.82	0.42 < P10826 <= 0.62	0.0028056518599491433	0.002271468144044321
CID_4177	0.7	0.42 < P10826 <= 0.62	0.00024195001013585418	0.0019390581717451522
CID_2723853	0.68	P10826 > 0.72	0.00010529657940985219	0.001883656509695291
CID_34468	0.73	P10826 <= 0.42	0.0036825752323717906	0.0020221606648199446
CID_31202	0.98	P10826 <= 0.42	0.0006121435327610875	0.002714681440443213
CID_62210	0.72	P10826 <= 0.42	0.00720680850742408	0.0019944598337950136
CID_249494	0.64	0.62 < P10826 <= 0.72	0.0006498745732871176	0.001772853185595568
CID_11626384	0.71	P10826 <= 0.42	-0.002015337112647204	0.001966759002770083
CID_27400	0.72	P10826 > 0.72	-0.0004306729823386551	0.0019944598337950136
CID_6010	0.9166666666666665	0.42 < P10826 <= 0.62	0.0060040160884343805	0.002539242843951985
CID_65552	0.65	P10826 <= 0.42	0.003291317033185514	0.0018005540166204986
CID_6758	0.68	P10826 > 0.72	0.0018617715083572	0.001883656509695291
CID_247839	0.6616666666666667	0.42 < P10826 <= 0.62	0.0020893330417566048	0.0018328716528162514
CID_73675	0.72	P10826 <= 0.42	-0.00012504883151955514	0.0019944598337950136
CID_5362123	0.7	P10826 <= 0.42	-0.0013632687254629505	0.0019390581717451522
CID_9577124	0.63	0.62 < P10826 <= 0.72	0.004948082158937167	0.0017451523545706372
CID_13263	0.64	P10826 > 0.72	0.001992213048066227	0.001772853185595568
CID_91766	0.59	P10826 <= 0.42	-0.0008801032550666491	0.001634349030470914
CID_72870	0.65	P10826 <= 0.42	0.0027639360884186928	0.0018005540166204986
CID_67533	0.77	0.42 < P10826 <= 0.62	0.002937869560819755	0.002132963988919668
CID_2374	0.7085606060606061	0.42 < P10826 <= 0.62	0.003625958018912529	0.001962771761940737
CID_14994	0.715	0.42 < P10826 <= 0.62	0.0013789531903110415	0.0019806094182825483
CID_2734227	0.6853095238095236	P10826 <= 0.42	0.0005003281541629213	0.0018983643318823368
CID_441412	0.62	P10826 <= 0.42	0.003115476362448761	0.0017174515235457064
CID_16659	0.61	P10826 <= 0.42	-0.0019009279039028614	0.0016897506925207756
CID_71413	0.87	P10826 <= 0.42	0.0023316283316109927	0.002409972299168975
CID_65329	0.75	P10826 <= 0.42	-0.0005710255939231421	0.002077562326869806
CID_87323	0.65	P10826 <= 0.42	0.004999342485815271	0.0018005540166204986
CID_33528	0.6759999999999999	0.62 < P10826 <= 0.72	0.007250139751360633	0.0018725761772853183
CID_60196406	0.78	P10826 <= 0.42	0.0011027275179107505	0.0021606648199445984
CID_71478	0.84	P10826 <= 0.42	0.002264200305163151	0.002326869806094183
CID_16684434	0.7	0.62 < P10826 <= 0.72	0.0001467630381104425	0.0019390581717451522
CID_18198	0.75	0.42 < P10826 <= 0.62	0.003739483213040011	0.002077562326869806
CID_18637	0.7	0.42 < P10826 <= 0.62	-0.00015753372087765028	0.0019390581717451522
CID_15106	0.68	P10826 <= 0.42	0.001983974346677507	0.001883656509695291
CID_4443516	0.65	0.62 < P10826 <= 0.72	-0.00083752918999707	0.0018005540166204986
CID_9908126	0.74	0.42 < P10826 <= 0.62	0.004148938688183443	0.002049861495844875
CID_5284613	0.64	0.42 < P10826 <= 0.62	0.00011554449798127138	0.001772853185595568
CID_10219	0.81	P10826 > 0.72	0.001229344039941438	0.0022437673130193906
CID_11065	0.93	P10826 <= 0.42	0.0039006476828050206	0.00257617728531856
CID_2444	0.63	P10826 <= 0.42	0.0013845623815363513	0.0017451523545706372
CID_28803	0.75	0.62 < P10826 <= 0.72	0.002494593840763371	0.002077562326869806
CID_5311	0.69	0.62 < P10826 <= 0.72	0.000236643237627597	0.0019113573407202214
CID_3396	0.77	P10826 <= 0.42	0.002149307300718348	0.002132963988919668
CID_4936	0.66	0.62 < P10826 <= 0.72	0.0010599079148807568	0.0018282548476454294
CID_5833	0.845	0.42 < P10826 <= 0.62	0.00012125613695919098	0.002340720221606648
CID_73334	0.77	P10826 <= 0.42	0.001185201047586052	0.002132963988919668
CID_71311204	0.4967222222222223	P10826 <= 0.42	0.00038109568498359363	0.0013759618344105881
CID_3058754	0.74	P10826 <= 0.42	0.0020947769568450325	0.002049861495844875
CID_60699	0.7	P10826 <= 0.42	0.002307383094008162	0.0019390581717451522
CID_2812	0.65	P10826 <= 0.42	-0.00020306109865556255	0.0018005540166204986
CID_77328	0.71	0.42 < P10826 <= 0.62	0.004241011571997469	0.001966759002770083
CID_62770	0.8433333333333333	0.42 < P10826 <= 0.62	0.0007017167960529896	0.0023361034164358263
CID_12540	0.91	P10826 <= 0.42	0.00115369316199371	0.002520775623268698
CID_10044526	0.49111111111111116	P10826 <= 0.42	0.00184530283751669	0.001360418590335488
CID_54900	0.85	P10826 <= 0.42	0.002774250185702174	0.0023545706371191134
CID_70811	0.42683333333333323	P10826 <= 0.42	-0.0004943679881448907	0.0011823638042474604
CID_81829	0.64	0.42 < P10826 <= 0.62	0.002036630777902419	0.001772853185595568
CID_9936739	0.87	P10826 <= 0.42	0.003717708712458718	0.002409972299168975
CID_60839	0.625	P10826 <= 0.42	-0.00021353948018792588	0.0017313019390581717
CID_89440	0.7316666666666667	0.42 < P10826 <= 0.62	0.0007783524433660915	0.0020267774699907664
CID_2913	0.87	P10826 > 0.72	0.006221861529537743	0.002409972299168975
CID_9568	0.74	P10826 <= 0.42	0.002086258649325529	0.002049861495844875
CID_34286	0.71	0.42 < P10826 <= 0.62	0.0024433483445692418	0.001966759002770083
CID_34697	0.765	0.62 < P10826 <= 0.72	0.005998664585063891	0.002119113573407202
CID_157917	0.81	P10826 <= 0.42	0.00409347898754544	0.0022437673130193906
CID_11294	0.9	0.42 < P10826 <= 0.62	0.0023992777764848903	0.002493074792243767
CID_70882	0.71	P10826 > 0.72	0.004265284183128981	0.001966759002770083
CID_22833294	0.67	P10826 <= 0.42	0.005407285420559213	0.0018559556786703602
CID_446155	0.61	P10826 <= 0.42	-0.0009906631439910193	0.0016897506925207756
CID_12902	0.30848232323232316	0.42 < P10826 <= 0.62	0.0017364179285532222	0.0008545216710036653
CID_14708	0.86	0.42 < P10826 <= 0.62	-0.0014309915996789904	0.0023822714681440444
CID_23667548	0.4791666666666666	0.62 < P10826 <= 0.72	0.0008957268310458211	0.0013273314866112647
CID_11057	0.9	0.42 < P10826 <= 0.62	0.0012661100284671488	0.002493074792243767
CID_5974	0.865	P10826 <= 0.42	0.005127580806801577	0.0023961218836565097
CID_31677	0.72	P10826 <= 0.42	0.004035805083108792	0.0019944598337950136
CID_64139	0.77	P10826 <= 0.42	0.004236523322819142	0.002132963988919668
CID_12898	0.85	P10826 <= 0.42	-0.0011122865690691474	0.0023545706371191134
CID_32872	0.65	0.62 < P10826 <= 0.72	0.0008434353916148368	0.0018005540166204986
CID_60967	0.61	P10826 <= 0.42	0.0025359515048866306	0.0016897506925207756
CID_4499	0.67	P10826 > 0.72	0.0003174628282525729	0.0018559556786703602
CID_6724	0.62	0.42 < P10826 <= 0.62	0.0017943869010867515	0.0017174515235457064
CID_71353	0.76	P10826 > 0.72	0.00048475428370598167	0.002105263157894737
CID_86210	0.72	P10826 <= 0.42	0.000596959946542372	0.0019944598337950136
CID_2801	0.98	P10826 <= 0.42	0.003915455883401322	0.002714681440443213
CID_2753	0.68	P10826 > 0.72	0.00047686471678932095	0.001883656509695291
CID_4054	0.7	0.42 < P10826 <= 0.62	0.005680333991002109	0.0019390581717451522
CID_3033968	0.795	0.62 < P10826 <= 0.72	0.004124670872711857	0.0022022160664819947
CID_3784	0.62	P10826 > 0.72	0.002878609754521833	0.0017174515235457064
CID_929262	0.6966666666666665	0.42 < P10826 <= 0.62	0.004876801174048584	0.0019298245614035084
CID_16682935	0.76	0.42 < P10826 <= 0.62	0.0017044201234916708	0.002105263157894737
CID_6624	0.75	P10826 <= 0.42	0.0031811833994414974	0.002077562326869806
CID_11969781	0.77	P10826 > 0.72	0.004077965469723421	0.002132963988919668
CID_22678982	0.78	P10826 <= 0.42	0.0038043459949795013	0.0021606648199445984
CID_9552079	0.67	P10826 <= 0.42	-3.492478032648045e-05	0.0018559556786703602
CID_16682730	0.65	0.42 < P10826 <= 0.62	0.004286444634501264	0.0018005540166204986
CID_9954540	0.8	P10826 <= 0.42	0.005776679185725263	0.00221606648199446
CID_2734225	0.6853095238095236	P10826 <= 0.42	-0.0021162923685631736	0.0018983643318823368
CID_6166	0.72	0.62 < P10826 <= 0.72	0.0032872596682125433	0.0019944598337950136
CID_3307	0.7216666666666667	P10826 <= 0.42	0.005219094542837284	0.0019990766389658358
CID_16211417	0.7525000000000002	P10826 <= 0.42	-0.0017406415315764014	0.002084487534626039
CID_23663539	0.462845238095238	P10826 <= 0.42	0.0013287821415620855	0.0012821197731170027
CID_16760189	0.64	0.42 < P10826 <= 0.62	-0.0009505215541771599	0.001772853185595568
CID_2771871	0.65	P10826 <= 0.42	-0.0011061672832712967	0.0018005540166204986
CID_53665	0.7866666666666666	P10826 <= 0.42	0.006423729524582163	0.0021791320406278855
CID_4921	0.67	P10826 <= 0.42	-0.0009264836874899267	0.0018559556786703602
CID_5281069	0.67	P10826 <= 0.42	0.0009305387849401344	0.0018559556786703602
CID_12968	0.5128333333333334	0.62 < P10826 <= 0.72	0.004674551893477644	0.0014205909510618653
CID_9570281	0.64	0.62 < P10826 <= 0.72	0.005843515130410027	0.001772853185595568
CID_210326	0.66	0.62 < P10826 <= 0.72	0.0009854335493640284	0.0018282548476454294
CID_108956	0.52	0.62 < P10826 <= 0.72	0.0008005136606791442	0.001440443213296399
CID_102724	0.7625	0.42 < P10826 <= 0.62	-0.0017790111365122924	0.0021121883656509692
CID_60196379	0.820142857142857	P10826 <= 0.42	-0.0034809873239732983	0.0022718638702018197
CID_46780884	0.76	P10826 <= 0.42	0.0021986177601078316	0.002105263157894737
CID_66069	0.92	P10826 <= 0.42	0.002213387473722128	0.002548476454293629
CID_3015167	0.86	P10826 <= 0.42	0.005361270572874652	0.0023822714681440444
CID_7648	0.63	P10826 > 0.72	0.002151626987170059	0.0017451523545706372
CID_560256	0.89	P10826 > 0.72	0.0030485662844435975	0.0024653739612188366
CID_4211	0.67	P10826 <= 0.42	0.0014362248264932224	0.0018559556786703602
CID_66166	0.77	0.62 < P10826 <= 0.72	0.003638812595229838	0.002132963988919668
CID_9969177	0.63	P10826 > 0.72	0.0013764955828081012	0.0017451523545706372
CID_15910	0.645	P10826 <= 0.42	0.0051092371346653604	0.0017867036011080333
CID_5805243	0.63	0.42 < P10826 <= 0.62	0.004943661994543382	0.0017451523545706372
CID_28292	0.77	0.62 < P10826 <= 0.72	0.005250589066477078	0.002132963988919668
CID_26391	0.65	0.42 < P10826 <= 0.62	0.0015813441778080794	0.0018005540166204986
CID_19602	0.71	0.62 < P10826 <= 0.72	-0.0004263451363322661	0.001966759002770083
CID_11285653	0.71	P10826 <= 0.42	0.00048208528445644987	0.001966759002770083
CID_338733	0.68	0.62 < P10826 <= 0.72	0.0019333046467531353	0.001883656509695291
CID_11683	0.91	0.42 < P10826 <= 0.62	0.004689976192163164	0.002520775623268698
CID_9910986	0.73	0.42 < P10826 <= 0.62	0.002545410018011345	0.0020221606648199446
CID_6527	0.73	0.42 < P10826 <= 0.62	0.003045148346208725	0.0020221606648199446
CID_11774	0.64	0.42 < P10826 <= 0.62	-0.0031856354613673974	0.001772853185595568
CID_8816	0.65	P10826 <= 0.42	0.0009999965589978829	0.0018005540166204986
CID_39800	0.76	P10826 > 0.72	0.003938408910502114	0.002105263157894737
CID_16682746	0.72	0.62 < P10826 <= 0.72	0.0022865600119841094	0.0019944598337950136
CID_67271	0.67	0.42 < P10826 <= 0.62	-0.001298633592376769	0.0018559556786703602
CID_16682953	0.93	0.42 < P10826 <= 0.62	0.003508211347940359	0.00257617728531856
CID_62738	0.7	P10826 <= 0.42	0.0040481043959538325	0.0019390581717451522
CID_62853	0.64	P10826 > 0.72	0.0034626103450687822	0.001772853185595568
CID_3109	0.89	0.42 < P10826 <= 0.62	0.005118601657438799	0.0024653739612188366
CID_85335	0.62	0.62 < P10826 <= 0.72	-0.002534195143925767	0.0017174515235457064
CID_73828	0.754	0.42 < P10826 <= 0.62	0.0012470320880514833	0.0020886426592797783
CID_107882	0.85	0.42 < P10826 <= 0.62	0.006242983863325089	0.0023545706371191134
CID_26030	0.3222619047619047	P10826 <= 0.42	0.0007400675947171856	0.0008926922569581847
CID_25146	0.7383333333333333	P10826 <= 0.42	0.0006621444618349859	0.0020452446906740534
CID_46226173	0.7000277777777777	P10826 <= 0.42	-0.003616789739602724	0.0019391351184979992
CID_2351	0.78	0.62 < P10826 <= 0.72	0.005354543726074792	0.0021606648199445984
CID_83648	0.66	0.62 < P10826 <= 0.72	0.0044181913055531055	0.0018282548476454294
CID_115157	0.6571428571428573	0.62 < P10826 <= 0.72	0.002265601126239256	0.0018203403244954495
CID_36303	0.77	0.62 < P10826 <= 0.72	-0.0005860919360409616	0.002132963988919668
CID_28417	0.91	0.42 < P10826 <= 0.62	0.0041601945258569785	0.002520775623268698
CID_10041070	0.9016666666666667	0.62 < P10826 <= 0.72	0.00533332678838923	0.0024976915974145894
CID_10707	0.71	0.42 < P10826 <= 0.62	0.0025909531985034346	0.001966759002770083
CID_10250129	0.49111111111111116	P10826 <= 0.42	-0.0015459459224581092	0.001360418590335488
CID_23347	0.74	0.42 < P10826 <= 0.62	0.0009401271718040148	0.002049861495844875
CID_28777	0.69	0.42 < P10826 <= 0.62	0.007362271402339844	0.0019113573407202214
CID_53316398	0.77	P10826 <= 0.42	0.0007298607663068893	0.002132963988919668
CID_12932	0.55	0.62 < P10826 <= 0.72	0.002644430141761934	0.0015235457063711912
CID_2268	0.65	P10826 > 0.72	0.003342632354066721	0.0018005540166204986
CID_16051930	0.96	0.62 < P10826 <= 0.72	0.00322827977742311	0.0026592797783933516
CID_6279	0.91	0.42 < P10826 <= 0.62	0.0028964032771194655	0.002520775623268698
CID_86354	0.63	P10826 <= 0.42	0.0030100897107791097	0.0017451523545706372
CID_5591	0.57	0.62 < P10826 <= 0.72	0.005514119845147398	0.0015789473684210526
CID_65341	0.76	P10826 <= 0.42	-0.0009390567803866194	0.002105263157894737
CID_60196411	0.65	P10826 <= 0.42	-0.00023376576617310666	0.0018005540166204986
CID_18529	0.66	P10826 <= 0.42	0.0022356510643652605	0.0018282548476454294
CID_93011	0.68	0.42 < P10826 <= 0.62	0.004254829858013205	0.001883656509695291
CID_656667	0.8	P10826 <= 0.42	1.3901095710206824e-05	0.00221606648199446
CID_26041	0.87	0.42 < P10826 <= 0.62	0.002334841972110553	0.002409972299168975
CID_6607	0.9091666666666667	0.42 < P10826 <= 0.62	-0.0017389536668153383	0.002518467220683287
CID_4931	0.61	P10826 <= 0.42	-0.00027816653232186947	0.0016897506925207756
CID_9889168	0.93	P10826 <= 0.42	0.005234308883252431	0.00257617728531856
CID_10403199	0.8	P10826 > 0.72	0.004129100061928541	0.00221606648199446
CID_68304	0.57	P10826 <= 0.42	-0.0003260525538431946	0.0015789473684210526
CID_153974	0.74	P10826 <= 0.42	0.004023208419727562	0.002049861495844875
CID_4078	0.9	P10826 > 0.72	0.0026945766044492152	0.002493074792243767
CID_8228	0.88	P10826 <= 0.42	0.0023019772703752835	0.002437673130193906
CID_22078297	0.39019047619047614	P10826 <= 0.42	0.0008119687909185471	0.0010808600448489643
CID_213032	0.68	0.42 < P10826 <= 0.62	0.0012549142269482763	0.001883656509695291
CID_65057	0.74	0.42 < P10826 <= 0.62	0.000455145035434475	0.002049861495844875
CID_6439420	0.66	P10826 > 0.72	0.002531564212573433	0.0018282548476454294
CID_17701	0.62	P10826 <= 0.42	0.004557282182758365	0.0017174515235457064
CID_2724411	0.72	P10826 > 0.72	0.003525678418137865	0.0019944598337950136
CID_22576	0.92	P10826 <= 0.42	-0.002806587817773221	0.002548476454293629
CID_7329	0.89	P10826 <= 0.42	-0.0001799440286377717	0.0024653739612188366
CID_11461044	0.7000277777777777	P10826 <= 0.42	0.0009127212317232296	0.0019391351184979992
CID_76716	0.75	0.42 < P10826 <= 0.62	0.004678966104848654	0.002077562326869806
CID_94398	0.76	P10826 <= 0.42	0.003303254832165044	0.002105263157894737
CID_2247	0.75	P10826 <= 0.42	0.003842983294191314	0.002077562326869806
CID_68873	0.7166666666666667	0.42 < P10826 <= 0.62	-0.0028112729575061543	0.0019852262234533705
CID_444008	0.5543333333333332	0.42 < P10826 <= 0.62	0.003411038201678747	0.0015355493998153275
CID_175533	0.74	P10826 <= 0.42	-0.002062046602139825	0.002049861495844875
CID_6112114	0.61	P10826 > 0.72	0.0005992886200658881	0.0016897506925207756
CID_5360414	0.71	P10826 <= 0.42	-0.000796828778344105	0.001966759002770083
CID_17516	0.45583333333333337	P10826 > 0.72	0.0016609551910976238	0.00126269621421976
CID_8305	0.67	P10826 <= 0.42	0.00841477349754812	0.0018559556786703602
CID_18391	0.71	P10826 > 0.72	0.0057191409247577445	0.001966759002770083
CID_10800	0.4139999999999999	0.42 < P10826 <= 0.62	0.00621486541534496	0.0011468144044321327
CID_70613	0.81	0.62 < P10826 <= 0.72	0.00444822825931472	0.0022437673130193906
CID_12955	0.73	0.42 < P10826 <= 0.62	0.0026536736506347232	0.0020221606648199446
CID_9949821	0.81	P10826 <= 0.42	0.003085819217298724	0.0022437673130193906
