dataset_name	hyperparameter_setting	n_hidden_layer	n_feature	n_hidden_module	n_hidden_neuron	n_training	n_testing	training_total_loss	training_root_loss	training_auxiliary_loss	training_auc	training_auc_ci	training_bac	training_bac_ci	training_f1	training_f1_ci	testing_total_loss	testing_root_loss	testing_auxiliary_loss	testing_auc	testing_auc_ci	testing_bac	testing_bac_ci	testing_f1	testing_f1_ci
tox21-ahr-p1	rt_13_ps_5_re_0_xs_20_al_0.1_ld_0.0001	6	361	62,24,11,5,1,1	271,184,111,63,17,20	5606	1402	0.43021	0.24247	1.87732	0.86895	0.01137	0.63196	0.01402	0.39318	0.03164	0.45869	0.26643	1.92257	0.83799	0.02458	0.58723	0.02504	0.28571	0.06276
tox21-ahr-p1	rt_13_ps_5_re_0_xs_20_al_0.5_ld_0.0001	6	361	62,24,11,5,1,1	271,184,111,63,17,20	5606	1402	1.15625	0.24038	1.83174	0.8719	0.01087	0.63173	0.01372	0.39583	0.03169	1.21194	0.26773	1.88841	0.83264	0.02336	0.59904	0.02535	0.31731	0.06178
tox21-ahr-p1	rt_14_ps_20_re_0_xs_20_al_0.1_ld_0.0001	10	361	84,38,22,12,2,2,1,1,1,1	264,200,160,104,10,20,13,17,17,20	5606	1402	0.55314	0.24139	3.11746	0.8709	0.01176	0.62219	0.01356	0.37619	0.03213	0.56537	0.25254	3.12831	0.85757	0.02239	0.60264	0.02588	0.33166	0.06743
tox21-ahr-p1	rt_14_ps_20_re_0_xs_20_al_0.5_ld_0.0001	10	361	84,38,22,12,2,2,1,1,1,1	264,200,160,104,10,20,13,17,17,20	5606	1402	1.72624	0.22748	2.99752	0.88651	0.0109	0.64058	0.01469	0.42167	0.0336	1.76148	0.24713	3.02869	0.86139	0.02225	0.61331	0.02761	0.35407	0.06574
tox21-ahr-p1	rt_14_ps_5_re_0_xs_20_al_0.1_ld_0.0001	12	361	169,61,26,13,5,3,1,1,1,1,1,1	753,432,244,144,45,36,8,10,14,17,18,20	5606	1402	0.61222	0.23514	3.77085	0.88075	0.01106	0.61551	0.01334	0.36319	0.03372	0.64569	0.26095	3.84733	0.84726	0.02471	0.58183	0.02281	0.27551	0.0619
tox21-ahr-p1	rt_14_ps_5_re_0_xs_20_al_0.5_ld_0.0001	12	361	169,61,26,13,5,3,1,1,1,1,1,1	753,432,244,144,45,36,8,10,14,17,18,20	5606	1402	2.02318	0.22416	3.59804	0.89406	0.00989	0.65572	0.01485	0.45413	0.03237	2.12188	0.25797	3.72781	0.84863	0.02519	0.59904	0.0252	0.31731	0.06347
tox21-ahr-p1	rt_21_ps_20_re_0_xs_20_al_0.1_ld_0.0001	9	361	90,36,13,9,8,6,2,1,1	393,229,112,82,74,63,27,17,20	5606	1402	0.48447	0.20436	2.80109	0.90785	0.0101	0.70596	0.01493	0.55378	0.02889	0.5453	0.25625	2.89058	0.86751	0.01938	0.63872	0.02717	0.40351	0.06173
tox21-ahr-p1	rt_21_ps_20_re_0_xs_20_al_0.5_ld_0.0001	9	361	90,36,13,9,8,6,2,1,1	393,229,112,82,74,63,27,17,20	5606	1402	1.58332	0.21512	2.73641	0.89871	0.01019	0.66584	0.01506	0.47673	0.03161	1.66074	0.25323	2.81502	0.86573	0.02025	0.6027	0.02701	0.32692	0.06603
tox21-ahr-p1	rt_21_ps_5_re_0_xs_20_al_0.1_ld_0.0001	10	361	143,41,15,4,8,8,6,1,1,1	865,368,161,53,91,94,77,12,18,20	5606	1402	0.53694	0.2195	3.17444	0.89357	0.01046	0.69355	0.01596	0.51767	0.03191	0.57916	0.25445	3.24711	0.87309	0.02029	0.61591	0.02745	0.34783	0.06176
tox21-ahr-p1	rt_21_ps_5_re_0_xs_20_al_0.5_ld_0.0001	10	361	143,41,15,4,8,8,6,1,1,1	865,368,161,53,91,94,77,12,18,20	5606	1402	1.68843	0.20096	2.97494	0.91199	0.00954	0.69195	0.01578	0.52654	0.03133	1.79316	0.24752	3.09129	0.88314	0.02001	0.62971	0.02682	0.38565	0.06192
tox21-ahr-p1	rt_22_ps_20_re_0_xs_20_al_0.1_ld_0.0001	7	361	63,30,12,3,2,2,1	226,183,105,33,34,38,18	5606	1402	0.45057	0.23728	2.13288	0.87448	0.0111	0.64649	0.01415	0.42444	0.03147	0.47509	0.25646	2.18626	0.8494	0.02272	0.5909	0.02372	0.29524	0.0598
tox21-ahr-p1	rt_22_ps_20_re_0_xs_20_al_0.5_ld_0.0001	7	361	63,30,12,3,2,2,1	226,183,105,33,34,38,18	5606	1402	1.25699	0.2306	2.05278	0.88422	0.01058	0.66197	0.01427	0.45203	0.03009	1.30993	0.2509	2.11805	0.85599	0.02229	0.62685	0.02812	0.38009	0.0643
tox21-ahr-p1	rt_22_ps_5_re_0_xs_20_al_0.1_ld_0.0001	7	361	120,41,15,6,2,2,1	610,335,155,77,35,39,19	5606	1402	0.45081	0.23495	2.15854	0.87901	0.01107	0.63796	0.01439	0.41109	0.03298	0.47423	0.25344	2.20791	0.85733	0.02177	0.6019	0.02544	0.32381	0.06405
tox21-ahr-p1	rt_22_ps_5_re_0_xs_20_al_0.5_ld_0.0001	7	361	120,41,15,6,2,2,1	610,335,155,77,35,39,19	5606	1402	1.27139	0.23392	2.07496	0.88036	0.01092	0.65006	0.01403	0.43285	0.03094	1.31306	0.24992	2.12628	0.86333	0.0216	0.60524	0.02561	0.32727	0.05952
tox21-ahr-p1	rt_23_ps_20_re_0_xs_20_al_0.1_ld_0.0001	10	361	117,51,26,13,3,3,2,1,1,1	400,272,191,116,27,37,31,17,17,20	5606	1402	0.55153	0.23954	3.11994	0.87207	0.01187	0.62518	0.01393	0.38084	0.03274	0.56421	0.25095	3.13257	0.85906	0.02238	0.59984	0.02521	0.32039	0.06372
tox21-ahr-p1	rt_23_ps_20_re_0_xs_20_al_0.5_ld_0.0001	10	361	117,51,26,13,3,3,2,1,1,1	400,272,191,116,27,37,31,17,17,20	5606	1402	1.69419	0.22246	2.94346	0.89278	0.01077	0.69392	0.01552	0.50854	0.03003	1.74661	0.24897	2.99529	0.85784	0.02254	0.64846	0.02819	0.43243	0.06327
tox21-ahr-p1	rt_23_ps_5_re_0_xs_20_al_0.1_ld_0.0001	12	361	225,77,30,14,6,4,2,1,1,1,1,1	1071,567,286,158,62,54,26,10,14,17,18,20	5606	1402	0.60699	0.23244	3.74551	0.88255	0.01137	0.63604	0.01449	0.40411	0.03283	0.62494	0.24508	3.79858	0.87056	0.02083	0.6027	0.02561	0.32692	0.06472
tox21-ahr-p1	rt_23_ps_5_re_0_xs_20_al_0.5_ld_0.0001	12	361	225,77,30,14,6,4,2,1,1,1,1,1	1071,567,286,158,62,54,26,10,14,17,18,20	5606	1402	2.00641	0.22083	3.57115	0.89571	0.0104	0.64979	0.01448	0.4406	0.03182	2.07862	0.24677	3.66371	0.87078	0.02096	0.60431	0.02544	0.33333	0.06342
tox21-ahr-p1	rt_24_ps_20_re_0_xs_20_al_0.1_ld_0.0001	9	361	83,38,17,10,8,6,1,1,1	329,249,152,89,72,65,9,17,20	5606	1402	0.5179	0.22972	2.88181	0.88353	0.011	0.64622	0.01377	0.43187	0.03101	0.54309	0.25162	2.91475	0.86288	0.02137	0.6023	0.02525	0.32536	0.06254
tox21-ahr-p1	rt_24_ps_20_re_0_xs_20_al_0.5_ld_0.0001	9	361	83,38,17,10,8,6,1,1,1	329,249,152,89,72,65,9,17,20	5606	1402	1.61669	0.22408	2.78522	0.88947	0.01023	0.6741	0.01486	0.48328	0.03112	1.68296	0.25622	2.85346	0.85899	0.0213	0.61337	0.02737	0.34862	0.0638
tox21-ahr-p1	rt_24_ps_5_re_0_xs_20_al_0.1_ld_0.0001	10	361	147,48,22,8,8,8,5,1,1,1	797,401,226,102,89,96,58,12,18,20	5606	1402	0.5413	0.22079	3.20509	0.89698	0.00998	0.65947	0.01383	0.45374	0.03006	0.57383	0.24816	3.25664	0.86402	0.02416	0.59663	0.02641	0.30841	0.06402
tox21-ahr-p1	rt_24_ps_5_re_0_xs_20_al_0.5_ld_0.0001	10	361	147,48,22,8,8,8,5,1,1,1	797,401,226,102,89,96,58,12,18,20	5606	1402	1.73929	0.21408	3.05042	0.90499	0.0096	0.63909	0.01328	0.42543	0.03202	1.81314	0.25325	3.11978	0.8712	0.02172	0.5953	0.0254	0.31156	0.06548
tox21-ahr-p1	rt_25_ps_20_re_0_xs_20_al_0.1_ld_0.0001	10	361	134,59,31,20,9,7,2,2,2,1	494,331,236,172,66,65,22,34,36,20	5606	1402	0.56211	0.24065	3.21461	0.8696	0.01159	0.64195	0.01383	0.41972	0.03183	0.57677	0.25348	3.23285	0.85975	0.02198	0.59743	0.02535	0.31132	0.06341
tox21-ahr-p1	rt_25_ps_20_re_0_xs_20_al_0.5_ld_0.0001	10	361	134,59,31,20,9,7,2,2,2,1	494,331,236,172,66,65,22,34,36,20	5606	1402	1.69385	0.19779	2.99211	0.91712	0.00895	0.68568	0.01462	0.51827	0.03075	1.79896	0.25145	3.09502	0.86541	0.02161	0.63258	0.02751	0.39111	0.0617
tox21-ahr-p1	rt_25_ps_5_re_0_xs_20_al_0.1_ld_0.0001	12	361	248,83,36,16,12,10,6,2,2,2,1,1	1240,637,345,183,117,112,66,21,31,37,18,20	5606	1402	0.60517	0.22254	3.82636	0.89394	0.01017	0.66835	0.01492	0.4742	0.03086	0.63461	0.24568	3.88924	0.86438	0.0222	0.62845	0.02666	0.3871	0.06267
tox21-ahr-p1	rt_25_ps_5_re_0_xs_20_al_0.5_ld_0.0001	12	361	248,83,36,16,12,10,6,2,2,2,1,1	1240,637,345,183,117,112,66,21,31,37,18,20	5606	1402	2.01729	0.21696	3.60065	0.89944	0.01009	0.71346	0.01602	0.54314	0.02962	2.10201	0.25704	3.68994	0.86226	0.02176	0.65559	0.02993	0.424	0.06239
tox21-ahr-p1	rt_26_ps_20_re_0_xs_20_al_0.1_ld_0.0001	10	361	112,54,30,14,3,3,1,1,1,1	341,296,228,123,25,39,13,17,17,20	5606	1402	0.55101	0.23917	3.1184	0.87454	0.01132	0.64495	0.01405	0.4214	0.03101	0.56676	0.25093	3.15839	0.86026	0.02241	0.59657	0.02431	0.3122	0.06254
tox21-ahr-p1	rt_26_ps_20_re_0_xs_20_al_0.5_ld_0.0001	10	361	112,54,30,14,3,3,1,1,1,1	341,296,228,123,25,39,13,17,17,20	5606	1402	1.69906	0.2145	2.96911	0.89929	0.01052	0.68697	0.01484	0.51068	0.02968	1.77226	0.24947	3.04558	0.86495	0.02257	0.63585	0.02945	0.39823	0.06522
tox21-ahr-p1	rt_26_ps_5_re_0_xs_20_al_0.1_ld_0.0001	12	361	231,85,37,18,6,4,1,1,1,1,1,1	1018,609,350,204,61,55,8,10,14,17,18,20	5606	1402	0.61613	0.23618	3.79954	0.87829	0.0111	0.63655	0.01432	0.40455	0.03204	0.63331	0.24804	3.85274	0.86373	0.02278	0.60477	0.02656	0.33019	0.06242
tox21-ahr-p1	rt_26_ps_5_re_0_xs_20_al_0.5_ld_0.0001	12	361	231,85,37,18,6,4,1,1,1,1,1,1	1018,609,350,204,61,55,8,10,14,17,18,20	5606	1402	2.00983	0.21256	3.59453	0.90383	0.00982	0.67526	0.01486	0.49498	0.03179	2.10673	0.24977	3.71392	0.86649	0.0226	0.61331	0.02539	0.35407	0.06211
tox21-ahr-p1	rt_31_ps_20_re_0_xs_20_al_0.1_ld_0.0001	9	361	118,52,21,11,9,7,2,1,1	470,326,184,102,89,83,27,17,20	5606	1402	0.50667	0.22012	2.86555	0.8943	0.01084	0.6696	0.01441	0.473	0.0308	0.53818	0.24656	2.91623	0.87091	0.02112	0.61744	0.02601	0.35945	0.06109
tox21-ahr-p1	rt_31_ps_20_re_0_xs_20_al_0.5_ld_0.0001	9	361	118,52,21,11,9,7,2,1,1	470,326,184,102,89,83,27,17,20	5606	1402	1.57498	0.21258	2.72482	0.90082	0.01038	0.69886	0.01539	0.52905	0.02993	1.6444	0.24134	2.80611	0.8788	0.0197	0.63011	0.02604	0.38739	0.05971
tox21-ahr-p1	rt_31_ps_5_re_0_xs_20_al_0.1_ld_0.0001	10	361	205,65,26,9,9,9,6,1,1,1	1133,549,270,116,107,114,77,12,18,20	5606	1402	0.53302	0.21186	3.21162	0.90372	0.00976	0.69098	0.01643	0.51525	0.03281	0.56836	0.24216	3.26191	0.87555	0.02121	0.61944	0.02658	0.36792	0.06503
tox21-ahr-p1	rt_31_ps_5_re_0_xs_20_al_0.5_ld_0.0001	10	361	205,65,26,9,9,9,6,1,1,1	1133,549,270,116,107,114,77,12,18,20	5606	1402	1.73094	0.2158	3.03027	0.90283	0.00971	0.68106	0.01577	0.49574	0.0318	1.79805	0.24307	3.10996	0.87539	0.02078	0.62725	0.02771	0.38182	0.06353
tox21-ahr-p1	rt_32_ps_20_re_0_xs_20_al_0.1_ld_0.0001	10	361	167,72,35,21,10,8,3,2,2,1	630,403,267,184,83,82,40,34,36,20	5606	1402	0.52973	0.21116	3.18569	0.90629	0.00999	0.68392	0.01511	0.50266	0.03046	0.56531	0.24235	3.22962	0.86945	0.02316	0.63378	0.0272	0.3964	0.06028
tox21-ahr-p1	rt_32_ps_20_re_0_xs_20_al_0.5_ld_0.0001	10	361	167,72,35,21,10,8,3,2,2,1	630,403,267,184,83,82,40,34,36,20	5606	1402	1.70284	0.20677	2.99215	0.91039	0.0092	0.68462	0.01517	0.50644	0.03147	1.77744	0.24367	3.06753	0.86842	0.02226	0.63092	0.02743	0.39091	0.0617
tox21-ahr-p1	rt_32_ps_5_re_0_xs_20_al_0.1_ld_0.0001	12	361	304,99,40,17,13,11,7,2,2,2,1,1	1558,772,387,197,134,130,84,21,31,37,18,20	5606	1402	0.59038	0.20753	3.8285	0.90776	0.00938	0.6848	0.01541	0.51031	0.03152	0.64457	0.25245	3.92122	0.8602	0.02298	0.63865	0.02648	0.41096	0.05948
tox21-ahr-p1	rt_32_ps_5_re_0_xs_20_al_0.5_ld_0.0001	12	361	304,99,40,17,13,11,7,2,2,2,1,1	1558,772,387,197,134,130,84,21,31,37,18,20	5606	1402	1.97382	0.19705	3.55354	0.91795	0.009	0.71416	0.01554	0.56576	0.0293	2.10568	0.25399	3.70337	0.86141	0.02322	0.64525	0.02739	0.41739	0.06204
tox21-ahr-p1	rt_33_ps_20_re_0_xs_20_al_0.1_ld_0.0001	10	361	145,67,34,15,4,4,2,1,1,1	477,368,259,135,42,56,31,17,17,20	5606	1402	0.5396	0.22948	3.10125	0.88473	0.01072	0.66872	0.01474	0.4661	0.03095	0.56157	0.24755	3.14024	0.86488	0.02036	0.62645	0.02774	0.37838	0.06466
tox21-ahr-p1	rt_33_ps_20_re_0_xs_20_al_0.5_ld_0.0001	10	361	145,67,34,15,4,4,2,1,1,1	477,368,259,135,42,56,31,17,17,20	5606	1402	1.68699	0.22045	2.93308	0.89332	0.01058	0.67801	0.01521	0.4878	0.03077	1.75461	0.24836	3.01251	0.86303	0.0214	0.62198	0.02731	0.36607	0.06207
tox21-ahr-p1	rt_33_ps_5_re_0_xs_20_al_0.1_ld_0.0001	12	361	287,101,41,19,7,5,2,1,1,1,1,1	1336,744,392,218,78,73,26,10,14,17,18,20	5606	1402	0.59934	0.22015	3.79196	0.89679	0.01032	0.68252	0.0154	0.49528	0.03086	0.63716	0.24987	3.87285	0.86094	0.02351	0.62438	0.02822	0.37615	0.0668
tox21-ahr-p1	rt_33_ps_5_re_0_xs_20_al_0.5_ld_0.0001	12	361	287,101,41,19,7,5,2,1,1,1,1,1	1336,744,392,218,78,73,26,10,14,17,18,20	5606	1402	2.00839	0.22172	3.57333	0.89394	0.01037	0.65173	0.01453	0.44573	0.03265	2.08349	0.24811	3.67077	0.86251	0.02235	0.6031	0.02604	0.3285	0.06472
tox21-ahr-p1	rt_34_ps_20_re_0_xs_20_al_0.1_ld_0.0001	10	361	162,75,39,22,10,8,2,2,2,1	571,427,304,191,81,84,22,34,36,20	5606	1402	0.53415	0.21698	3.1717	0.89865	0.00976	0.67558	0.01468	0.49391	0.03075	0.56737	0.24576	3.21611	0.86922	0.02116	0.62071	0.0262	0.36697	0.06197
tox21-ahr-p1	rt_34_ps_20_re_0_xs_20_al_0.5_ld_0.0001	10	361	162,75,39,22,10,8,2,2,2,1	571,427,304,191,81,84,22,34,36,20	5606	1402	1.71499	0.2018	3.02638	0.91168	0.00926	0.69981	0.01554	0.54369	0.03085	1.8083	0.25571	3.10519	0.86127	0.02328	0.61944	0.02637	0.36792	0.06286
tox21-ahr-p1	rt_34_ps_5_re_0_xs_20_al_0.1_ld_0.0001	12	361	310,107,47,21,13,11,6,2,2,2,1,1	1505,814,451,243,133,131,66,21,31,37,18,20	5606	1402	0.6092	0.22192	3.87281	0.89332	0.0103	0.65432	0.01375	0.44695	0.0305	0.64697	0.25437	3.92599	0.85388	0.02554	0.60884	0.02603	0.34123	0.06325
tox21-ahr-p1	rt_34_ps_5_re_0_xs_20_al_0.5_ld_0.0001	12	361	310,107,47,21,13,11,6,2,2,2,1,1	1505,814,451,243,133,131,66,21,31,37,18,20	5606	1402	2.02806	0.21279	3.63055	0.9023	0.01036	0.67187	0.015	0.4904	0.03212	2.11789	0.25966	3.71646	0.86054	0.02222	0.61091	0.02618	0.34419	0.06424
tox21-ahr-p1	rt_41_ps_20_re_0_xs_20_al_0.1_ld_0.0001	10	361	195,88,43,23,11,9,3,2,2,1	707,499,335,203,98,101,40,34,36,20	5606	1402	0.54289	0.22267	3.20217	0.89075	0.01064	0.65519	0.01469	0.45634	0.0321	0.57251	0.24835	3.2416	0.86514	0.02271	0.60024	0.02571	0.32195	0.06626
tox21-ahr-p1	rt_41_ps_20_re_0_xs_20_al_0.5_ld_0.0001	10	361	195,88,43,23,11,9,3,2,2,1	707,499,335,203,98,101,40,34,36,20	5606	1402	1.74207	0.21868	3.04678	0.89751	0.01031	0.65614	0.01423	0.45382	0.03079	1.79443	0.24912	3.09063	0.86863	0.0222	0.59817	0.02548	0.31841	0.06584
tox21-ahr-p1	rt_41_ps_5_re_0_xs_20_al_0.1_ld_0.0001	12	361	366,123,51,22,14,12,7,2,2,2,1,1	1823,949,493,257,150,149,84,21,31,37,18,20	5606	1402	0.62118	0.23129	3.89895	0.88265	0.01071	0.62922	0.01322	0.39568	0.03112	0.6441	0.25009	3.94006	0.85859	0.02376	0.59163	0.02519	0.30151	0.0657
tox21-ahr-p1	rt_41_ps_5_re_0_xs_20_al_0.5_ld_0.0001	12	361	366,123,51,22,14,12,7,2,2,2,1,1	1823,949,493,257,150,149,84,21,31,37,18,20	5606	1402	2.01251	0.21316	3.5987	0.90403	0.00982	0.67291	0.01502	0.49048	0.03209	2.09812	0.24971	3.69682	0.86463	0.02064	0.60924	0.02611	0.34286	0.06364
tox21-ap1-agonist-p1	rt_11_ps_20_re_0_xs_20_al_0.1_ld_0.0001	7	361	35,14,4,1,1,1,1	158,86,35,14,19,20,20	5477	1370	0.43964	0.25045	1.89188	0.73871	0.01747	0.55488	0.01104	0.1966	0.03467	0.45285	0.26089	1.91963	0.71082	0.0417	0.52911	0.01711	0.112	0.05833
tox21-ap1-agonist-p1	rt_11_ps_20_re_0_xs_20_al_0.5_ld_0.0001	7	361	35,14,4,1,1,1,1	158,86,35,14,19,20,20	5477	1370	1.17153	0.2458	1.85146	0.75921	0.01696	0.55587	0.01144	0.19962	0.0356	1.2095	0.26053	1.89793	0.72194	0.03979	0.51875	0.01454	0.07874	0.04907
tox21-ap1-agonist-p1	rt_11_ps_5_re_0_xs_20_al_0.1_ld_0.0001	7	361	58,17,4,1,1,1,1	359,157,47,15,19,20,20	5477	1370	0.42947	0.2416	1.87867	0.77642	0.01728	0.55676	0.01113	0.20307	0.03526	0.44738	0.25533	1.92053	0.73517	0.04229	0.52353	0.01625	0.09449	0.05672
tox21-ap1-agonist-p1	rt_11_ps_5_re_0_xs_20_al_0.5_ld_0.0001	7	361	58,17,4,1,1,1,1	359,157,47,15,19,20,20	5477	1370	1.14292	0.23234	1.82117	0.80297	0.01551	0.54853	0.01064	0.17682	0.03515	1.22016	0.26235	1.91562	0.72481	0.04058	0.51117	0.01121	0.04918	0.0411
tox21-ap1-agonist-p1	rt_12_ps_20_re_0_xs_20_al_0.1_ld_0.0001	9	361	55,22,9,8,7,5,1,1,1	252,152,80,69,57,45,9,17,20	5477	1370	0.49653	0.24518	2.51346	0.77253	0.01727	0.53344	0.0082	0.12673	0.0279	0.50052	0.24946	2.5106	0.75977	0.03638	0.52911	0.01718	0.112	0.05833
tox21-ap1-agonist-p1	rt_12_ps_20_re_0_xs_20_al_0.5_ld_0.0001	9	361	55,22,9,8,7,5,1,1,1	252,152,80,69,57,45,9,17,20	5477	1370	1.47271	0.23849	2.46844	0.7937	0.01651	0.54922	0.01011	0.17871	0.03226	1.48496	0.24859	2.47274	0.75767	0.03678	0.5327	0.01937	0.125	0.06459
tox21-ap1-agonist-p1	rt_12_ps_5_re_0_xs_20_al_0.1_ld_0.0001	10	361	85,24,11,3,7,7,5,1,1,1	529,220,117,39,73,76,58,12,18,20	5477	1370	0.51278	0.23564	2.77136	0.80236	0.01597	0.56013	0.01106	0.21168	0.03348	0.52856	0.25031	2.78245	0.76166	0.0359	0.54426	0.02064	0.16296	0.06405
tox21-ap1-agonist-p1	rt_12_ps_5_re_0_xs_20_al_0.5_ld_0.0001	10	361	85,24,11,3,7,7,5,1,1,1	529,220,117,39,73,76,58,12,18,20	5477	1370	1.5824	0.23032	2.70417	0.81248	0.01573	0.55785	0.0114	0.20561	0.03479	1.61007	0.24762	2.72489	0.76108	0.03598	0.54147	0.01958	0.15385	0.06417
tox21-ap1-agonist-p1	rt_13_ps_20_re_0_xs_20_al_0.1_ld_0.0001	6	361	28,16,8,2,1,1	80,101,73,20,16,20	5477	1370	0.40742	0.24272	1.64703	0.78573	0.01751	0.53126	0.00845	0.11813	0.02951	0.42473	0.25802	1.6671	0.7441	0.04069	0.52792	0.01718	0.10938	0.05701
tox21-ap1-agonist-p1	rt_13_ps_20_re_0_xs_20_al_0.5_ld_0.0001	6	361	28,16,8,2,1,1	80,101,73,20,16,20	5477	1370	1.05663	0.24042	1.63243	0.77385	0.01723	0.56192	0.01183	0.21771	0.03575	1.06654	0.2487	1.63568	0.75567	0.0389	0.56341	0.0255	0.21769	0.07221
tox21-ap1-agonist-p1	rt_13_ps_5_re_0_xs_20_al_0.1_ld_0.0001	6	361	62,24,11,5,1,1	271,184,111,63,17,20	5477	1370	0.39191	0.22663	1.65279	0.81433	0.01588	0.56906	0.01236	0.23827	0.03625	0.40379	0.23768	1.66109	0.78761	0.03759	0.56141	0.02314	0.21429	0.06876
tox21-ap1-agonist-p1	rt_13_ps_5_re_0_xs_20_al_0.5_ld_0.0001	6	361	62,24,11,5,1,1	271,184,111,63,17,20	5477	1370	1.0586	0.24083	1.63553	0.78262	0.01708	0.53017	0.00837	0.11429	0.0295	1.05858	0.24105	1.63508	0.77906	0.03794	0.53788	0.01942	0.14173	0.06429
tox21-ap1-agonist-p1	rt_14_ps_20_re_0_xs_20_al_0.1_ld_0.0001	10	361	84,38,22,12,2,2,1,1,1,1	264,200,160,104,10,20,13,17,17,20	5477	1370	0.52173	0.24183	2.79897	0.78944	0.01639	0.53295	0.00893	0.1245	0.03106	0.53144	0.25125	2.80192	0.74061	0.04141	0.52074	0.01479	0.08197	0.0528
tox21-ap1-agonist-p1	rt_14_ps_20_re_0_xs_20_al_0.5_ld_0.0001	10	361	84,38,22,12,2,2,1,1,1,1	264,200,160,104,10,20,13,17,17,20	5477	1370	1.61513	0.23896	2.75234	0.79481	0.01632	0.53721	0.00882	0.13917	0.02979	1.62296	0.24852	2.74889	0.75072	0.03958	0.53429	0.01906	0.12903	0.06556
